Signature: 4/4, Ticks per Beat: 1024
onset;onsetics;takt;beat;ticks;pitch;durs;durtic;dur16
0,000000;0;2;1;0;64;0,062500;512;2
0,062500;9728;2;1;512;65;0,062500;512;2
0,125000;10240;2;2;0;60;0,125000;1024;4
0,250000;11264;2;3;0;58;0,125000;1024;4
0,375000;12288;2;4;0;64;0,125000;1024;4
0,500000;13312;3;1;0;60;0,125000;1024;4
0,625000;14336;3;2;0;65;0,125000;1024;4
0,750000;15360;3;3;0;65;0,250000;2048;8
1,000000;17408;4;1;0;64;0,062500;512;2
1,062500;17920;4;1;512;65;0,062500;512;2
1,125000;18432;4;2;0;64;0,125000;1024;4
1,250000;19456;4;3;0;58;0,062500;512;2
1,312500;19968;4;3;512;61;0,062500;512;2
1,375000;20480;4;4;0;64;0,125000;1024;4
1,500000;21504;5;1;0;62;0,062500;512;2
1,562500;22016;5;1;512;64;0,062500;512;2
1,625000;22528;5;2;0;65;0,125000;1024;4
1,750000;23552;5;3;0;65;0,125000;1024;4
1,875000;24576;5;4;0;65;0,125000;1024;4
2,000000;25600;6;1;0;64;0,062500;512;2
2,062500;26112;6;1;512;65;0,062500;512;2
2,125000;26624;6;2;0;62;0,062500;512;2
2,187500;27136;6;2;512;57;0,062500;512;2
2,250000;27648;6;3;0;62;0,062500;512;2
2,312500;28160;6;3;512;57;0,062500;512;2
2,375000;28672;6;4;0;65;0,125000;1024;4
2,500000;29696;7;1;0;64;0,062500;512;2
2,562500;30208;7;1;512;65;0,062500;512;2
2,625000;30720;7;2;0;65;0,062500;512;2
2,687500;31232;7;2;512;62;0,062500;512;2
2,750000;31744;7;3;0;65;0,062500;512;2
2,812500;32256;7;3;512;64;0,062500;512;2
2,875000;32768;7;4;0;69;0,125000;1024;4
3,000000;33792;8;1;0;67;0,062500;512;2
3,062500;34304;8;1;512;64;0,062500;512;2
3,125000;34816;8;2;0;65;0,125000;1024;4
3,250000;35840;8;3;0;64;0,062500;512;2
3,312500;36352;8;3;512;59;0,000000;0;0
