Signature: 4/4, Ticks per Beat: 1024
onset;onsetics;takt;beat;ticks;pitch;durs;durtic;dur16
0,000000;0;1;4;0;63;0,062500;512;2
0,062500;8704;1;4;512;65;0,062500;512;2
0,125000;9216;2;1;0;67;0,062500;512;2
0,187500;9728;2;1;512;65;0,062500;512;2
0,250000;10240;2;2;0;63;0,062500;512;2
0,312500;10752;2;2;512;65;0,125000;1024;4
0,437500;11776;2;3;512;65;0,062500;512;2
0,500000;12288;2;4;0;60;0,437500;3584;14
0,937500;15872;3;3;512;67;0,125000;1024;4
1,062500;16896;3;4;512;65;0,062500;512;2
1,125000;17408;4;1;0;67;0,062500;512;2
1,187500;17920;4;1;512;65;0,062500;512;2
1,250000;18432;4;2;0;65;0,062500;512;2
1,312500;18944;4;2;512;63;0,062500;512;2
1,375000;19456;4;3;0;65;0,125000;1024;4
1,500000;20480;4;4;0;60;0,062500;512;2
1,562500;20992;4;4;512;63;0,062500;512;2
1,625000;21504;5;1;0;65;0,062500;512;2
1,687500;22016;5;1;512;65;0,062500;512;2
1,750000;22528;5;2;0;63;0,062500;512;2
1,812500;23040;5;2;512;60;0,187500;1536;6
2,000000;24576;5;4;0;63;0,062500;512;2
2,062500;25088;5;4;512;63;0,125000;1024;4
2,187500;26112;6;1;512;63;0,125000;1024;4
2,312500;27136;6;2;512;65;0,187500;1536;6
2,500000;28672;6;4;0;65;0,062500;512;2
2,562500;29184;6;4;512;63;0,062500;512;2
2,625000;29696;7;1;0;67;0,062500;512;2
2,687500;30208;7;1;512;65;0,062500;512;2
2,750000;30720;7;2;0;63;0,125000;1024;4
2,875000;31744;7;3;0;72;0,062500;512;2
2,937500;32256;7;3;512;67;0,125000;1024;4
3,062500;33280;7;4;512;70;0,437500;3584;14
3,500000;36864;8;4;0;65;0,000000;0;0
