onset;duration;period;division;bar;beat;tatum;beat_duration;signature;pitch;phrase_id;phrase_begin
0.0;0.375;2;4;1;1;1;0.5;"""2/4""";60;1;1
0.375;0.125;2;4;1;1;4;0.5;"""2/4""";62;1;0
0.5;0.25;2;2;1;2;1;0.5;"""2/4""";64;1;0
0.75;0.25;2;2;1;2;2;0.5;"""2/4""";65;1;0
1.0;0.375;2;4;2;1;1;0.5;"""2/4""";67;1;0
1.375;0.125;2;4;2;1;4;0.5;"""2/4""";67;1;0
1.5;0.25;2;2;2;2;1;0.5;"""2/4""";67;1;0
1.75;0.25;2;2;2;2;2;0.5;"""2/4""";67;2;1
2.0;0.5;2;1;3;1;1;0.5;"""2/4""";69;2;0
2.5;0.5;2;1;3;2;1;0.5;"""2/4""";69;2;0
3.0;1.0;2;1;4;1;1;0.5;"""2/4""";67;2;0
4.0;0.375;2;4;5;1;1;0.5;"""2/4""";65;3;1
4.375;0.125;2;4;5;1;4;0.5;"""2/4""";65;3;0
4.5;0.25;2;2;5;2;1;0.5;"""2/4""";65;3;0
4.75;0.25;2;2;5;2;2;0.5;"""2/4""";67;3;0
5.0;0.25;2;2;6;1;1;0.5;"""2/4""";64;3;0
5.25;0.25;2;2;6;1;2;0.5;"""2/4""";64;3;0
5.5;0.375;2;4;6;2;1;0.5;"""2/4""";64;3;0
5.875;0.125;2;4;6;2;4;0.5;"""2/4""";64;4;1
6.0;0.5;2;1;7;1;1;0.5;"""2/4""";62;4;0
6.5;0.5;2;1;7;2;1;0.5;"""2/4""";67;4;0
7.0;1.0;2;1;8;1;1;0.5;"""2/4""";60;4;0
8.0;0.5;2;1;9;1;1;0.5;"""2/4""";67;5;1
8.5;0.25;2;2;9;2;1;0.5;"""2/4""";64;5;0
8.75;0.25;2;2;9;2;2;0.5;"""2/4""";60;5;0
9.0;0.25;2;2;10;1;1;0.5;"""2/4""";62;5;0
9.25;0.25;2;2;10;1;2;0.5;"""2/4""";59;5;0
9.5;0.5;2;1;10;2;1;0.5;"""2/4""";60;5;0
10.0;0.5;2;1;11;1;1;0.5;"""2/4""";67;6;1
10.5;0.25;2;2;11;2;1;0.5;"""2/4""";64;6;0
10.75;0.25;2;2;11;2;2;0.5;"""2/4""";60;6;0
11.0;0.25;2;2;12;1;1;0.5;"""2/4""";62;6;0
11.25;0.25;2;2;12;1;2;0.5;"""2/4""";59;6;0
11.5;0.5;2;1;12;2;1;0.5;"""2/4""";60;6;0
