onset;duration;period;division;bar;beat;tatum;beat_duration;signature;pitch;phrase_id;phrase_begin
0.0;0.25;3;2;0;3;2;0.5;"""3/4""";74;1;1
0.25;0.25;3;2;1;1;1;0.5;"""3/4""";74;1;0
0.5;0.25;3;2;1;1;2;0.5;"""3/4""";74;1;0
0.75;0.5;3;1;1;2;1;0.5;"""3/4""";71;1;0
1.25;0.5;3;1;1;3;1;0.5;"""3/4""";74;1;0
1.75;0.25;3;2;2;1;1;0.5;"""3/4""";72;1;0
2.0;0.25;3;2;2;1;2;0.5;"""3/4""";71;1;0
2.25;0.5;3;1;2;2;1;0.5;"""3/4""";69;1;0
3.0;0.25;3;2;2;3;2;0.5;"""3/4""";72;2;1
3.25;0.25;3;2;3;1;1;0.5;"""3/4""";72;2;0
3.5;0.25;3;2;3;1;2;0.5;"""3/4""";71;2;0
3.75;0.5;3;1;3;2;1;0.5;"""3/4""";69;2;0
4.25;0.5;3;1;3;3;1;0.5;"""3/4""";76;2;0
4.75;0.25;3;2;4;1;1;0.5;"""3/4""";74;2;0
5.0;0.25;3;2;4;1;2;0.5;"""3/4""";74;2;0
5.25;0.5;3;1;4;2;1;0.5;"""3/4""";67;2;0
6.0;0.25;3;2;4;3;2;0.5;"""3/4""";74;3;1
6.25;0.25;3;2;5;1;1;0.5;"""3/4""";74;3;0
6.5;0.25;3;2;5;1;2;0.5;"""3/4""";74;3;0
6.75;0.5;3;1;5;2;1;0.5;"""3/4""";71;3;0
7.25;0.5;3;1;5;3;1;0.5;"""3/4""";74;3;0
7.75;0.25;3;2;6;1;1;0.5;"""3/4""";72;3;0
8.0;0.25;3;2;6;1;2;0.5;"""3/4""";71;3;0
8.25;0.5;3;1;6;2;1;0.5;"""3/4""";69;3;0
9.0;0.25;3;2;6;3;2;0.5;"""3/4""";74;4;1
9.25;0.25;3;2;7;1;1;0.5;"""3/4""";74;4;0
9.5;0.25;3;2;7;1;2;0.5;"""3/4""";74;4;0
9.75;0.5;3;1;7;2;1;0.5;"""3/4""";74;4;0
10.25;0.5;3;1;7;3;1;0.5;"""3/4""";74;4;0
10.75;0.25;3;2;8;1;1;0.5;"""3/4""";72;4;0
11.0;0.25;3;2;8;1;2;0.5;"""3/4""";71;4;0
11.25;0.5;3;1;8;2;1;0.5;"""3/4""";69;4;0
12.0;0.25;3;2;8;3;2;0.5;"""3/4""";74;5;1
12.25;0.25;3;2;9;1;1;0.5;"""3/4""";74;5;0
12.5;0.25;3;2;9;1;2;0.5;"""3/4""";74;5;0
12.75;0.5;3;1;9;2;1;0.5;"""3/4""";71;5;0
13.25;0.5;3;1;9;3;1;0.5;"""3/4""";74;5;0
13.75;0.25;3;2;10;1;1;0.5;"""3/4""";72;5;0
14.0;0.25;3;2;10;1;2;0.5;"""3/4""";71;5;0
14.25;0.5;3;1;10;2;1;0.5;"""3/4""";69;5;0
15.0;0.25;3;2;10;3;2;0.5;"""3/4""";72;6;1
15.25;0.25;3;2;11;1;1;0.5;"""3/4""";72;6;0
15.5;0.25;3;2;11;1;2;0.5;"""3/4""";71;6;0
15.75;0.5;3;1;11;2;1;0.5;"""3/4""";69;6;0
16.25;0.5;3;1;11;3;1;0.5;"""3/4""";76;6;0
16.75;0.25;3;4;12;1;1;0.5;"""3/4""";74;6;0
17.0;0.125;3;4;12;1;3;0.5;"""3/4""";74;6;0
17.125;0.125;3;4;12;1;4;0.5;"""3/4""";66;6;0
17.25;0.5;3;1;12;2;1;0.5;"""3/4""";67;6;0
18.0;0.25;3;2;12;3;2;0.5;"""3/4""";74;7;1
18.25;0.25;3;2;13;1;1;0.5;"""3/4""";74;7;0
18.5;0.25;3;2;13;1;2;0.5;"""3/4""";74;7;0
18.75;0.5;3;1;13;2;1;0.5;"""3/4""";71;7;0
19.25;0.5;3;1;13;3;1;0.5;"""3/4""";74;7;0
19.75;0.25;3;2;14;1;1;0.5;"""3/4""";72;7;0
20.0;0.25;3;2;14;1;2;0.5;"""3/4""";71;7;0
20.25;0.5;3;1;14;2;1;0.5;"""3/4""";69;7;0
21.0;0.25;3;2;14;3;2;0.5;"""3/4""";72;8;1
21.25;0.25;3;2;15;1;1;0.5;"""3/4""";72;8;0
21.5;0.25;3;2;15;1;2;0.5;"""3/4""";71;8;0
21.75;0.5;3;1;15;2;1;0.5;"""3/4""";69;8;0
22.25;0.5;3;1;15;3;1;0.5;"""3/4""";76;8;0
22.75;0.25;3;4;16;1;1;0.5;"""3/4""";74;8;0
23.0;0.125;3;4;16;1;3;0.5;"""3/4""";74;8;0
23.125;0.125;3;4;16;1;4;0.5;"""3/4""";66;8;0
23.25;0.5;3;1;16;2;1;0.5;"""3/4""";67;8;0
