onset;duration;period;division;bar;beat;tatum;beat_duration;signature;pitch;phrase_id;phrase_begin
0.0;0.25;3;2;0;3;1;0.5;"""3/8""";67;1;1
0.25;0.25;3;2;0;3;2;0.5;"""3/8""";69;1;0
0.5;0.5;3;1;1;1;1;0.5;"""3/8""";71;1;0
1.0;0.5;3;1;1;2;1;0.5;"""3/8""";71;1;0
1.5;0.5;3;1;1;3;1;0.5;"""3/8""";71;1;0
2.0;0.5;3;1;2;1;1;0.5;"""3/8""";67;1;0
2.5;0.5;3;1;2;2;1;0.5;"""3/8""";69;2;1
3.0;0.5;3;1;2;3;1;0.5;"""3/8""";71;2;0
3.5;0.5;3;1;3;1;1;0.5;"""3/8""";74;2;0
4.0;0.5;3;1;3;2;1;0.5;"""3/8""";72;2;0
4.5;0.5;3;1;3;3;1;0.5;"""3/8""";71;2;0
5.0;1.0;3;1;4;1;1;0.5;"""3/8""";69;2;0
6.0;0.5;3;1;4;3;1;0.5;"""3/8""";67;3;1
6.5;0.75;3;1;5;1;1;0.5;"""3/8""";66;3;0
7.25;0.25;3;2;5;2;2;0.5;"""3/8""";69;3;0
7.5;0.5;3;1;5;3;1;0.5;"""3/8""";69;3;0
8.0;0.5;3;1;6;1;1;0.5;"""3/8""";69;3;0
8.5;0.5;3;1;6;2;1;0.5;"""3/8""";71;3;0
9.0;0.5;3;1;6;3;1;0.5;"""3/8""";72;4;1
9.5;1.0;3;1;7;1;1;0.5;"""3/8""";71;4;0
10.5;0.5;3;1;7;3;1;0.5;"""3/8""";69;4;0
11.0;1.0;3;1;8;1;1;0.5;"""3/8""";67;4;0
