onset;duration;period;division;bar;beat;tatum;beat_duration;signature;pitch;phrase_id;phrase_begin
0.0;0.333333333333;2;3;1;1;1;0.5;"""6/8""";60;1;1
0.333333333333;0.166666666667;2;3;1;1;3;0.5;"""6/8""";60;1;0
0.5;0.166666666667;2;3;1;2;1;0.5;"""6/8""";55;1;0
0.666666666667;0.166666666667;2;3;1;2;2;0.5;"""6/8""";55;1;0
0.833333333333;0.166666666667;2;3;1;2;3;0.5;"""6/8""";55;1;0
1.0;0.166666666667;2;3;2;1;1;0.5;"""6/8""";57;1;0
1.16666666667;0.166666666667;2;3;2;1;2;0.5;"""6/8""";57;1;0
1.33333333333;0.166666666667;2;3;2;1;3;0.5;"""6/8""";57;1;0
1.5;0.333333333333;2;3;2;2;1;0.5;"""6/8""";55;1;0
1.83333333333;0.166666666667;2;3;2;2;3;0.5;"""6/8""";55;2;1
2.0;0.166666666667;2;3;3;1;1;0.5;"""6/8""";57;2;0
2.16666666667;0.166666666667;2;3;3;1;2;0.5;"""6/8""";57;2;0
2.33333333333;0.166666666667;2;3;3;1;3;0.5;"""6/8""";57;2;0
2.5;0.166666666667;2;3;3;2;1;0.5;"""6/8""";59;2;0
2.66666666667;0.166666666667;2;3;3;2;2;0.5;"""6/8""";59;2;0
2.83333333333;0.166666666667;2;3;3;2;3;0.5;"""6/8""";59;2;0
3.0;0.5;2;1;4;1;1;0.5;"""6/8""";60;2;0
3.5;0.5;2;1;4;2;1;0.5;"""6/8""";55;2;0
4.0;0.333333333333;2;3;5;1;1;0.5;"""6/8""";60;3;1
4.33333333333;0.166666666667;2;3;5;1;3;0.5;"""6/8""";60;3;0
4.5;0.166666666667;2;3;5;2;1;0.5;"""6/8""";55;3;0
4.66666666667;0.166666666667;2;3;5;2;2;0.5;"""6/8""";55;3;0
4.83333333333;0.166666666667;2;3;5;2;3;0.5;"""6/8""";55;3;0
5.0;0.333333333333;2;3;6;1;1;0.5;"""6/8""";57;3;0
5.33333333333;0.166666666667;2;3;6;1;3;0.5;"""6/8""";57;3;0
5.5;0.5;2;1;6;2;1;0.5;"""6/8""";55;3;0
6.0;0.333333333333;2;3;7;1;1;0.5;"""6/8""";57;4;1
6.33333333333;0.166666666667;2;3;7;1;3;0.5;"""6/8""";57;4;0
6.5;0.166666666667;2;3;7;2;1;0.5;"""6/8""";59;4;0
6.66666666667;0.166666666667;2;3;7;2;2;0.5;"""6/8""";59;4;0
6.83333333333;0.166666666667;2;3;7;2;3;0.5;"""6/8""";59;4;0
7.0;0.333333333333;2;3;8;1;1;0.5;"""6/8""";60;4;0
7.33333333333;0.166666666667;2;3;8;1;3;0.5;"""6/8""";60;4;0
7.5;0.333333333333;2;3;8;2;1;0.5;"""6/8""";55;4;0
7.83333333333;0.166666666667;2;3;8;2;3;0.5;"""6/8""";55;5;1
8.0;0.166666666667;2;3;9;1;1;0.5;"""6/8""";55;5;0
8.16666666667;0.166666666667;2;3;9;1;2;0.5;"""6/8""";57;5;0
8.33333333333;0.166666666667;2;3;9;1;3;0.5;"""6/8""";59;5;0
8.5;0.5;2;1;9;2;1;0.5;"""6/8""";60;5;0
