onset;duration;period;division;bar;beat;tatum;beat_duration;signature;pitch;phrase_id;phrase_begin
0.0;0.75;3;1;1;1;1;0.5;"""3/4""";74;1;1
0.75;0.25;3;2;1;2;2;0.5;"""3/4""";72;1;0
1.0;0.25;3;2;1;3;1;0.5;"""3/4""";71;1;0
1.25;0.25;3;2;1;3;2;0.5;"""3/4""";69;1;0
1.5;0.5;3;1;2;1;1;0.5;"""3/4""";67;1;0
2.0;0.5;3;1;2;2;1;0.5;"""3/4""";67;1;0
2.5;0.25;3;2;2;3;1;0.5;"""3/4""";67;2;1
2.75;0.25;3;2;2;3;2;0.5;"""3/4""";71;2;0
3.0;0.5;3;1;3;1;1;0.5;"""3/4""";74;2;0
3.5;0.5;3;1;3;2;1;0.5;"""3/4""";74;2;0
4.0;0.5;3;1;3;3;1;0.5;"""3/4""";76;2;0
4.5;1.0;3;1;4;1;1;0.5;"""3/4""";74;2;0
5.5;0.25;3;2;4;3;1;0.5;"""3/4""";67;3;1
5.75;0.25;3;2;4;3;2;0.5;"""3/4""";71;3;0
6.0;0.75;3;1;5;1;1;0.5;"""3/4""";74;3;0
6.75;0.25;3;2;5;2;2;0.5;"""3/4""";72;3;0
7.0;0.25;3;2;5;3;1;0.5;"""3/4""";71;3;0
7.25;0.25;3;2;5;3;2;0.5;"""3/4""";69;3;0
7.5;0.5;3;1;6;1;1;0.5;"""3/4""";67;3;0
8.0;0.5;3;1;6;2;1;0.5;"""3/4""";67;3;0
8.5;0.25;3;2;6;3;1;0.5;"""3/4""";67;4;1
8.75;0.25;3;2;6;3;2;0.5;"""3/4""";71;4;0
9.0;0.5;3;1;7;1;1;0.5;"""3/4""";74;4;0
9.5;0.5;3;1;7;2;1;0.5;"""3/4""";74;4;0
10.0;0.5;3;1;7;3;1;0.5;"""3/4""";76;4;0
10.5;1.0;3;1;8;1;1;0.5;"""3/4""";74;4;0
11.5;0.5;3;1;8;3;1;0.5;"""3/4""";71;5;1
12.0;0.75;3;1;9;1;1;0.5;"""3/4""";69;5;0
12.75;0.25;3;2;9;2;2;0.5;"""3/4""";69;5;0
13.0;0.5;3;1;9;3;1;0.5;"""3/4""";69;5;0
13.5;0.5;3;1;10;1;1;0.5;"""3/4""";69;5;0
14.0;0.5;3;1;10;2;1;0.5;"""3/4""";71;5;0
14.5;0.5;3;1;10;3;1;0.5;"""3/4""";72;6;1
15.0;0.75;3;1;11;1;1;0.5;"""3/4""";74;6;0
15.75;0.25;3;2;11;2;2;0.5;"""3/4""";72;6;0
16.0;0.5;3;1;11;3;1;0.5;"""3/4""";71;6;0
16.5;1.0;3;1;12;1;1;0.5;"""3/4""";69;6;0
17.5;0.25;3;2;12;3;1;0.5;"""3/4""";67;7;1
17.75;0.25;3;2;12;3;2;0.5;"""3/4""";71;7;0
18.0;0.75;3;1;13;1;1;0.5;"""3/4""";74;7;0
18.75;0.25;3;2;13;2;2;0.5;"""3/4""";72;7;0
19.0;0.25;3;2;13;3;1;0.5;"""3/4""";71;7;0
19.25;0.25;3;2;13;3;2;0.5;"""3/4""";69;7;0
19.5;0.5;3;1;14;1;1;0.5;"""3/4""";67;7;0
20.0;0.5;3;1;14;2;1;0.5;"""3/4""";67;7;0
20.5;0.5;3;1;14;3;1;0.5;"""3/4""";67;8;1
21.0;0.5;3;1;15;1;1;0.5;"""3/4""";69;8;0
21.5;0.5;3;1;15;2;1;0.5;"""3/4""";71;8;0
22.0;0.5;3;1;15;3;1;0.5;"""3/4""";69;8;0
22.5;1.0;3;1;16;1;1;0.5;"""3/4""";67;8;0
