onset;duration;period;division;bar;beat;tatum;beat_duration;signature;pitch;phrase_id;phrase_begin
0.0;0.25;2;2;1;1;1;0.5;"""2/4""";55;1;1
0.25;0.25;2;2;1;1;2;0.5;"""2/4""";60;1;0
0.5;0.25;2;2;1;2;1;0.5;"""2/4""";60;1;0
0.75;0.25;2;2;1;2;2;0.5;"""2/4""";60;1;0
1.0;0.25;2;2;2;1;1;0.5;"""2/4""";60;1;0
1.25;0.25;2;2;2;1;2;0.5;"""2/4""";57;1;0
1.5;0.5;2;1;2;2;1;0.5;"""2/4""";55;1;0
2.0;0.5;2;1;3;1;1;0.5;"""2/4""";57;2;1
2.5;0.5;2;1;3;2;1;0.5;"""2/4""";59;2;0
3.0;0.5;2;1;4;1;1;0.5;"""2/4""";60;2;0
3.75;0.25;2;2;4;2;2;0.5;"""2/4""";55;3;1
4.0;0.25;2;2;5;1;1;0.5;"""2/4""";60;3;0
4.25;0.25;2;2;5;1;2;0.5;"""2/4""";60;3;0
4.5;0.25;2;2;5;2;1;0.5;"""2/4""";60;3;0
4.75;0.25;2;2;5;2;2;0.5;"""2/4""";60;3;0
5.0;0.25;2;4;6;1;1;0.5;"""2/4""";60;3;0
5.25;0.125;2;4;6;1;3;0.5;"""2/4""";58;3;0
5.375;0.125;2;4;6;1;4;0.5;"""2/4""";57;3;0
5.5;0.25;2;1;6;2;1;0.5;"""2/4""";55;3;0
6.0;0.25;2;1;7;1;1;0.5;"""2/4""";57;4;1
6.5;0.25;2;1;7;2;1;0.5;"""2/4""";57;4;0
7.0;0.25;2;4;8;1;1;0.5;"""2/4""";57;4;0
7.25;0.125;2;4;8;1;3;0.5;"""2/4""";55;4;0
7.375;0.125;2;4;8;1;4;0.5;"""2/4""";53;4;0
7.5;0.25;2;1;8;2;1;0.5;"""2/4""";52;4;0
8.0;0.25;2;2;9;1;1;0.5;"""2/4""";57;5;1
8.25;0.25;2;2;9;1;2;0.5;"""2/4""";60;5;0
8.5;0.25;2;4;9;2;1;0.5;"""2/4""";59;5;0
8.75;0.125;2;4;9;2;3;0.5;"""2/4""";57;5;0
8.875;0.125;2;4;9;2;4;0.5;"""2/4""";56;5;0
9.0;1.0;2;1;10;1;1;0.5;"""2/4""";57;5;0
