onset;duration;period;division;bar;beat;tatum;beat_duration;signature;pitch;phrase_id;phrase_begin
0.0;0.5;4;1;0;4;1;0.5;"""4/4""";62;1;1
0.5;0.5;4;1;1;1;1;0.5;"""4/4""";69;1;0
1.0;0.5;4;1;1;2;1;0.5;"""4/4""";69;1;0
1.5;0.5;4;1;1;3;1;0.5;"""4/4""";71;1;0
2.0;0.5;4;1;1;4;1;0.5;"""4/4""";71;1;0
2.5;0.75;4;1;2;1;1;0.5;"""4/4""";69;1;0
3.25;0.25;4;2;2;2;2;0.5;"""4/4""";67;1;0
3.5;0.5;4;1;2;3;1;0.5;"""4/4""";66;1;0
4.0;0.5;4;1;2;4;1;0.5;"""4/4""";62;2;1
4.5;0.5;4;1;3;1;1;0.5;"""4/4""";69;2;0
5.0;0.5;4;1;3;2;1;0.5;"""4/4""";69;2;0
5.5;0.5;4;1;3;3;1;0.5;"""4/4""";71;2;0
6.0;0.5;4;1;3;4;1;0.5;"""4/4""";71;2;0
6.5;1.0;4;1;4;1;1;0.5;"""4/4""";69;2;0
7.5;0.5;4;1;4;3;1;0.5;"""4/4""";66;2;0
8.0;0.5;4;1;4;4;1;0.5;"""4/4""";62;3;1
8.5;0.5;4;1;5;1;1;0.5;"""4/4""";69;3;0
9.0;0.5;4;1;5;2;1;0.5;"""4/4""";69;3;0
9.5;0.5;4;1;5;3;1;0.5;"""4/4""";71;3;0
10.0;0.5;4;1;5;4;1;0.5;"""4/4""";71;3;0
10.5;0.75;4;1;6;1;1;0.5;"""4/4""";69;3;0
11.25;0.25;4;2;6;2;2;0.5;"""4/4""";67;3;0
11.5;0.5;4;1;6;3;1;0.5;"""4/4""";66;3;0
12.0;0.25;4;2;6;4;1;0.5;"""4/4""";74;4;1
12.25;0.25;4;2;6;4;2;0.5;"""4/4""";74;4;0
12.5;1.0;4;1;7;1;1;0.5;"""4/4""";69;4;0
13.5;0.5;4;1;7;3;1;0.5;"""4/4""";66;4;0
14.0;0.25;4;2;7;4;1;0.5;"""4/4""";74;4;0
14.25;0.25;4;2;7;4;2;0.5;"""4/4""";74;4;0
14.5;1.0;4;1;8;1;1;0.5;"""4/4""";69;4;0
15.5;0.5;4;1;8;3;1;0.5;"""4/4""";66;4;0
