onset;duration;period;division;bar;beat;tatum;beat_duration;signature;pitch;phrase_id;phrase_begin
0.0;0.25;3;2;0;2;2;0.5;"""3/4""";62;1;1
0.25;0.375;3;4;0;3;1;0.5;"""3/4""";62;1;0
0.625;0.125;3;4;0;3;4;0.5;"""3/4""";62;1;0
0.75;0.5;3;1;1;1;1;0.5;"""3/4""";67;1;0
1.25;0.5;3;1;1;2;1;0.5;"""3/4""";67;1;0
1.75;0.375;3;4;1;3;1;0.5;"""3/4""";66;1;0
2.125;0.125;3;4;1;3;4;0.5;"""3/4""";67;1;0
2.25;0.5;3;1;2;1;1;0.5;"""3/4""";69;1;0
2.75;0.5;3;1;2;2;1;0.5;"""3/4""";62;1;0
3.25;0.375;3;4;2;3;1;0.5;"""3/4""";64;1;0
3.625;0.125;3;4;2;3;4;0.5;"""3/4""";62;1;0
3.75;1.0;3;1;3;1;1;0.5;"""3/4""";62;1;0
4.75;0.5;3;1;3;3;1;0.5;"""3/4""";62;2;1
5.25;0.5;3;1;4;1;1;0.5;"""3/4""";72;2;0
5.75;0.25;3;2;4;2;1;0.5;"""3/4""";72;2;0
6.0;0.25;3;2;4;2;2;0.5;"""3/4""";72;2;0
6.25;0.375;3;4;4;3;1;0.5;"""3/4""";69;2;0
6.625;0.125;3;4;4;3;4;0.5;"""3/4""";72;2;0
6.75;0.5;3;1;5;1;1;0.5;"""3/4""";71;2;0
7.25;0.5;3;1;5;2;1;0.5;"""3/4""";71;2;0
7.75;0.375;3;4;5;3;1;0.5;"""3/4""";67;3;1
8.125;0.125;3;4;5;3;4;0.5;"""3/4""";71;3;0
8.25;0.5;3;1;6;1;1;0.5;"""3/4""";69;3;0
8.75;0.5;3;1;6;2;1;0.5;"""3/4""";69;3;0
9.25;0.25;3;2;6;3;1;0.5;"""3/4""";67;3;0
9.5;0.25;3;2;6;3;2;0.5;"""3/4""";69;3;0
9.75;0.5;3;1;7;1;1;0.5;"""3/4""";71;3;0
10.25;0.5;3;1;7;2;1;0.5;"""3/4""";71;3;0
10.75;0.375;3;4;7;3;1;0.5;"""3/4""";69;3;0
11.125;0.125;3;4;7;3;4;0.5;"""3/4""";69;3;0
11.25;0.5;3;1;8;1;1;0.5;"""3/4""";67;3;0
