onset;duration;period;division;bar;beat;tatum;beat_duration;signature;pitch;phrase_id;phrase_begin
0.0;0.25;3;2;0;3;2;0.5;"""3/4""";55;1;1
0.25;0.25;3;2;1;1;1;0.5;"""3/4""";55;1;0
0.5;0.25;3;2;1;1;2;0.5;"""3/4""";55;1;0
0.75;0.5;3;1;1;2;1;0.5;"""3/4""";55;1;0
1.25;0.5;3;1;1;3;1;0.5;"""3/4""";60;1;0
1.75;0.25;3;2;2;1;1;0.5;"""3/4""";57;1;0
2.0;0.25;3;2;2;1;2;0.5;"""3/4""";57;1;0
2.25;0.5;3;1;2;2;1;0.5;"""3/4""";57;1;0
3.0;0.25;3;2;2;3;2;0.5;"""3/4""";60;2;1
3.25;0.25;3;2;3;1;1;0.5;"""3/4""";59;2;0
3.5;0.25;3;2;3;1;2;0.5;"""3/4""";60;2;0
3.75;0.5;3;1;3;2;1;0.5;"""3/4""";62;2;0
4.25;0.5;3;1;3;3;1;0.5;"""3/4""";55;2;0
4.75;0.5;3;1;4;1;1;0.5;"""3/4""";64;2;0
5.25;0.5;3;1;4;2;1;0.5;"""3/4""";60;2;0
