onset;duration;period;division;bar;beat;tatum;beat_duration;signature;pitch;phrase_id;phrase_begin
0.0;0.25;2;2;1;1;1;0.5;"""2/4""";74;1;1
0.25;0.25;2;2;1;1;2;0.5;"""2/4""";76;1;0
0.5;0.25;2;2;1;2;1;0.5;"""2/4""";74;1;0
0.75;0.25;2;2;1;2;2;0.5;"""2/4""";76;1;0
1.0;0.5;2;1;2;1;1;0.5;"""2/4""";74;1;0
1.5;0.5;2;1;2;2;1;0.5;"""2/4""";71;1;0
2.0;0.25;2;2;3;1;1;0.5;"""2/4""";74;2;1
2.25;0.25;2;2;3;1;2;0.5;"""2/4""";76;2;0
2.5;0.25;2;2;3;2;1;0.5;"""2/4""";74;2;0
2.75;0.25;2;2;3;2;2;0.5;"""2/4""";76;2;0
3.0;0.5;2;1;4;1;1;0.5;"""2/4""";74;2;0
3.5;0.5;2;1;4;2;1;0.5;"""2/4""";71;2;0
4.0;0.25;2;2;5;1;1;0.5;"""2/4""";74;3;1
4.25;0.25;2;2;5;1;2;0.5;"""2/4""";76;3;0
4.5;0.25;2;2;5;2;1;0.5;"""2/4""";74;3;0
4.75;0.25;2;2;5;2;2;0.5;"""2/4""";74;3;0
5.0;0.5;2;1;6;1;1;0.5;"""2/4""";79;3;0
6.0;0.25;2;2;7;1;1;0.5;"""2/4""";74;4;1
6.25;0.25;2;2;7;1;2;0.5;"""2/4""";76;4;0
6.5;0.25;2;2;7;2;1;0.5;"""2/4""";74;4;0
6.75;0.25;2;2;7;2;2;0.5;"""2/4""";72;4;0
7.0;0.5;2;1;8;1;1;0.5;"""2/4""";71;4;0
