onset;duration;period;division;bar;beat;tatum;beat_duration;signature;pitch;phrase_id;phrase_begin
0.0;0.25;2;2;0;2;2;0.5;"""2/4""";69;1;1
0.25;0.5;2;1;1;1;1;0.5;"""2/4""";69;1;0
0.75;0.25;2;2;1;2;1;0.5;"""2/4""";66;1;0
1.0;0.25;2;2;1;2;2;0.5;"""2/4""";69;1;0
1.25;0.5;2;1;2;1;1;0.5;"""2/4""";69;1;0
1.75;0.25;2;2;2;2;1;0.5;"""2/4""";66;1;0
2.0;0.25;2;2;2;2;2;0.5;"""2/4""";69;2;1
2.25;0.25;2;2;3;1;1;0.5;"""2/4""";74;2;0
2.5;0.25;2;2;3;1;2;0.5;"""2/4""";73;2;0
2.75;0.25;2;2;3;2;1;0.5;"""2/4""";71;2;0
3.0;0.25;2;2;3;2;2;0.5;"""2/4""";69;2;0
3.25;0.25;2;2;4;1;1;0.5;"""2/4""";69;2;0
3.5;0.25;2;2;4;1;2;0.5;"""2/4""";67;2;0
3.75;0.5;2;1;4;2;1;0.5;"""2/4""";66;2;0
4.25;0.25;2;2;5;1;1;0.5;"""2/4""";62;3;1
4.5;0.25;2;2;5;1;2;0.5;"""2/4""";62;3;0
4.75;0.25;2;4;5;2;1;0.5;"""2/4""";62;3;0
5.0;0.125;2;4;5;2;3;0.5;"""2/4""";62;3;0
5.125;0.125;2;4;5;2;4;0.5;"""2/4""";62;3;0
5.25;0.25;2;4;6;1;1;0.5;"""2/4""";62;3;0
5.5;0.125;2;4;6;1;3;0.5;"""2/4""";62;3;0
5.625;0.125;2;4;6;1;4;0.5;"""2/4""";62;3;0
5.75;0.5;2;1;6;2;1;0.5;"""2/4""";62;3;0
6.25;0.25;2;2;7;1;1;0.5;"""2/4""";62;4;1
6.5;0.25;2;2;7;1;2;0.5;"""2/4""";62;4;0
6.75;0.25;2;2;7;2;1;0.5;"""2/4""";62;4;0
7.0;0.25;2;2;7;2;2;0.5;"""2/4""";62;4;0
7.25;0.5;2;1;8;1;1;0.5;"""2/4""";62;4;0
8.25;0.25;2;2;9;1;1;0.5;"""2/4""";62;5;1
8.5;0.25;2;2;9;1;2;0.5;"""2/4""";62;5;0
8.75;0.25;2;2;9;2;1;0.5;"""2/4""";62;5;0
9.0;0.25;2;2;9;2;2;0.5;"""2/4""";62;5;0
9.25;0.5;2;1;10;1;1;0.5;"""2/4""";62;5;0
10.25;0.25;2;2;11;1;1;0.5;"""2/4""";62;6;1
10.5;0.25;2;2;11;1;2;0.5;"""2/4""";62;6;0
10.75;0.25;2;2;11;2;1;0.5;"""2/4""";62;6;0
11.0;0.25;2;2;11;2;2;0.5;"""2/4""";62;6;0
11.25;0.5;2;1;12;1;1;0.5;"""2/4""";62;6;0
12.25;0.25;2;2;13;1;1;0.5;"""2/4""";62;7;1
12.5;0.25;2;2;13;1;2;0.5;"""2/4""";66;7;0
12.75;0.25;2;2;13;2;1;0.5;"""2/4""";69;7;0
13.0;0.25;2;2;13;2;2;0.5;"""2/4""";69;7;0
13.25;0.25;2;2;14;1;1;0.5;"""2/4""";74;7;0
13.5;0.25;2;2;14;1;2;0.5;"""2/4""";71;7;0
13.75;0.5;2;1;14;2;1;0.5;"""2/4""";69;7;0
14.25;0.25;2;2;15;1;1;0.5;"""2/4""";74;7;0
14.5;0.25;2;2;15;1;2;0.5;"""2/4""";71;7;0
14.75;0.25;2;2;15;2;1;0.5;"""2/4""";69;7;0
15.0;0.25;2;2;15;2;2;0.5;"""2/4""";69;8;1
15.25;0.25;2;2;16;1;1;0.5;"""2/4""";67;8;0
15.5;0.25;2;2;16;1;2;0.5;"""2/4""";67;8;0
15.75;0.25;2;2;16;2;1;0.5;"""2/4""";66;8;0
16.0;0.25;2;2;16;2;2;0.5;"""2/4""";66;8;0
16.25;0.25;2;2;17;1;1;0.5;"""2/4""";64;8;0
16.5;0.25;2;2;17;1;2;0.5;"""2/4""";64;8;0
16.75;0.25;2;1;17;2;1;0.5;"""2/4""";62;8;0
