onset;duration;period;division;bar;beat;tatum;beat_duration;signature;pitch;phrase_id;phrase_begin
0.0;0.25;3;2;0;3;1;0.5;"""3/4""";67;1;1
0.25;0.25;3;2;0;3;2;0.5;"""3/4""";71;1;0
0.5;0.5;3;1;1;1;1;0.5;"""3/4""";74;1;0
1.0;0.5;3;1;1;2;1;0.5;"""3/4""";74;1;0
1.5;0.25;3;2;1;3;1;0.5;"""3/4""";76;1;0
1.75;0.25;3;2;1;3;2;0.5;"""3/4""";74;1;0
2.0;0.375;3;4;2;1;1;0.5;"""3/4""";74;1;0
2.375;0.125;3;4;2;1;4;0.5;"""3/4""";72;1;0
2.5;0.5;3;1;2;2;1;0.5;"""3/4""";71;1;0
3.0;0.25;3;2;2;3;1;0.5;"""3/4""";67;2;1
3.25;0.25;3;2;2;3;2;0.5;"""3/4""";71;2;0
3.5;0.5;3;1;3;1;1;0.5;"""3/4""";74;2;0
4.0;0.5;3;1;3;2;1;0.5;"""3/4""";74;2;0
4.5;0.25;3;2;3;3;1;0.5;"""3/4""";76;2;0
4.75;0.25;3;2;3;3;2;0.5;"""3/4""";74;2;0
5.0;0.375;3;4;4;1;1;0.5;"""3/4""";74;2;0
5.375;0.125;3;4;4;1;4;0.5;"""3/4""";72;2;0
5.5;0.5;3;1;4;2;1;0.5;"""3/4""";71;2;0
6.0;0.25;3;2;4;3;1;0.5;"""3/4""";67;3;1
6.25;0.25;3;2;4;3;2;0.5;"""3/4""";67;3;0
6.5;0.5;3;1;5;1;1;0.5;"""3/4""";71;3;0
7.0;0.5;3;1;5;2;1;0.5;"""3/4""";69;3;0
7.5;0.5;3;1;5;3;1;0.5;"""3/4""";62;3;0
8.0;1.0;3;1;6;1;1;0.5;"""3/4""";67;3;0
9.0;0.5;3;1;6;3;1;0.5;"""3/4""";67;4;1
9.5;1.0;3;1;7;1;1;0.5;"""3/4""";74;4;0
10.5;0.25;3;2;7;3;1;0.5;"""3/4""";76;4;0
10.75;0.25;3;2;7;3;2;0.5;"""3/4""";74;4;0
11.0;0.375;3;4;8;1;1;0.5;"""3/4""";74;4;0
11.375;0.125;3;4;8;1;4;0.5;"""3/4""";72;4;0
11.5;0.5;3;1;8;2;1;0.5;"""3/4""";71;4;0
12.0;0.166666666667;3;3;8;3;1;0.5;"""3/4""";67;5;1
12.1666666667;0.166666666667;3;3;8;3;2;0.5;"""3/4""";67;5;0
12.3333333333;0.166666666667;3;3;8;3;3;0.5;"""3/4""";67;5;0
12.5;0.5;3;1;9;1;1;0.5;"""3/4""";71;5;0
13.0;0.5;3;1;9;2;1;0.5;"""3/4""";69;5;0
13.5;0.5;3;1;9;3;1;0.5;"""3/4""";62;5;0
14.0;1.0;3;1;10;1;1;0.5;"""3/4""";67;5;0
15.0;0.5;3;1;10;3;1;0.5;"""3/4""";67;6;1
15.5;1.0;3;1;11;1;1;0.5;"""3/4""";74;6;0
16.5;0.25;3;2;11;3;1;0.5;"""3/4""";76;6;0
16.75;0.25;3;2;11;3;2;0.5;"""3/4""";74;6;0
17.0;0.375;3;4;12;1;1;0.5;"""3/4""";74;6;0
17.375;0.125;3;4;12;1;4;0.5;"""3/4""";72;6;0
17.5;0.5;3;1;12;2;1;0.5;"""3/4""";71;6;0
18.0;0.166666666667;3;3;12;3;1;0.5;"""3/4""";67;7;1
18.1666666667;0.166666666667;3;3;12;3;2;0.5;"""3/4""";67;7;0
18.3333333333;0.166666666667;3;3;12;3;3;0.5;"""3/4""";67;7;0
18.5;0.5;3;1;13;1;1;0.5;"""3/4""";71;7;0
19.0;0.5;3;1;13;2;1;0.5;"""3/4""";69;7;0
19.5;0.5;3;1;13;3;1;0.5;"""3/4""";62;7;0
20.0;1.5;3;1;14;1;1;0.5;"""3/4""";67;7;0
