onset;duration;period;division;bar;beat;tatum;beat_duration;signature;pitch;phrase_id;phrase_begin
0.0;0.25;2;2;1;1;1;0.5;"""2/4""";67;1;1
0.25;0.25;2;2;1;1;2;0.5;"""2/4""";67;1;0
0.5;0.25;2;2;1;2;1;0.5;"""2/4""";71;1;0
0.75;0.25;2;2;1;2;2;0.5;"""2/4""";71;1;0
1.0;0.25;2;2;2;1;1;0.5;"""2/4""";74;1;0
1.25;0.25;2;2;2;1;2;0.5;"""2/4""";74;1;0
1.5;0.25;2;2;2;2;1;0.5;"""2/4""";71;1;0
1.75;0.25;2;2;2;2;2;0.5;"""2/4""";71;1;0
2.0;0.25;2;2;3;1;1;0.5;"""2/4""";67;2;1
2.25;0.25;2;2;3;1;2;0.5;"""2/4""";67;2;0
2.5;0.25;2;2;3;2;1;0.5;"""2/4""";71;2;0
2.75;0.25;2;2;3;2;2;0.5;"""2/4""";71;2;0
3.0;0.25;2;2;4;1;1;0.5;"""2/4""";74;2;0
3.25;0.25;2;2;4;1;2;0.5;"""2/4""";74;2;0
3.5;0.25;2;1;4;2;1;0.5;"""2/4""";71;2;0
4.0;0.25;2;2;5;1;1;0.5;"""2/4""";67;3;1
4.25;0.25;2;2;5;1;2;0.5;"""2/4""";69;3;0
4.5;0.25;2;2;5;2;1;0.5;"""2/4""";71;3;0
4.75;0.25;2;2;5;2;2;0.5;"""2/4""";72;3;0
5.0;0.25;2;2;6;1;1;0.5;"""2/4""";74;3;0
5.25;0.25;2;2;6;1;2;0.5;"""2/4""";74;3;0
5.5;0.25;2;1;6;2;1;0.5;"""2/4""";71;3;0
6.0;0.25;2;2;7;1;1;0.5;"""2/4""";67;4;1
6.25;0.25;2;2;7;1;2;0.5;"""2/4""";69;4;0
6.5;0.25;2;2;7;2;1;0.5;"""2/4""";71;4;0
6.75;0.25;2;2;7;2;2;0.5;"""2/4""";72;4;0
7.0;0.25;2;2;8;1;1;0.5;"""2/4""";74;4;0
7.25;0.25;2;2;8;1;2;0.5;"""2/4""";74;4;0
7.5;0.25;2;1;8;2;1;0.5;"""2/4""";71;4;0
8.0;0.25;2;2;9;1;1;0.5;"""2/4""";67;5;1
8.25;0.25;2;2;9;1;2;0.5;"""2/4""";69;5;0
8.5;0.25;2;2;9;2;1;0.5;"""2/4""";71;5;0
8.75;0.25;2;2;9;2;2;0.5;"""2/4""";72;5;0
9.0;0.5;2;1;10;1;1;0.5;"""2/4""";74;5;0
9.5;0.5;2;1;10;2;1;0.5;"""2/4""";71;5;0
10.0;0.25;2;2;11;1;1;0.5;"""2/4""";67;6;1
10.25;0.25;2;2;11;1;2;0.5;"""2/4""";69;6;0
10.5;0.25;2;2;11;2;1;0.5;"""2/4""";71;6;0
10.75;0.25;2;2;11;2;2;0.5;"""2/4""";72;6;0
11.0;0.5;2;1;12;1;1;0.5;"""2/4""";74;6;0
11.5;0.5;2;1;12;2;1;0.5;"""2/4""";71;6;0
12.0;0.25;2;2;13;1;1;0.5;"""2/4""";74;7;1
12.25;0.25;2;2;13;1;2;0.5;"""2/4""";74;7;0
12.5;0.25;2;2;13;2;1;0.5;"""2/4""";71;7;0
12.75;0.25;2;2;13;2;2;0.5;"""2/4""";67;7;0
13.0;0.25;2;2;14;1;1;0.5;"""2/4""";76;7;0
13.25;0.25;2;2;14;1;2;0.5;"""2/4""";76;7;0
13.5;0.5;2;1;14;2;1;0.5;"""2/4""";74;7;0
14.0;0.25;2;2;15;1;1;0.5;"""2/4""";72;8;1
14.25;0.25;2;2;15;1;2;0.5;"""2/4""";72;8;0
14.5;0.25;2;2;15;2;1;0.5;"""2/4""";71;8;0
14.75;0.25;2;2;15;2;2;0.5;"""2/4""";71;8;0
15.0;0.25;2;2;16;1;1;0.5;"""2/4""";69;8;0
15.25;0.25;2;2;16;1;2;0.5;"""2/4""";69;8;0
15.5;0.25;2;1;16;2;1;0.5;"""2/4""";67;8;0
16.0;0.5;2;1;17;1;1;0.5;"""2/4""";74;9;1
16.5;0.25;2;2;17;2;1;0.5;"""2/4""";71;9;0
16.75;0.25;2;2;17;2;2;0.5;"""2/4""";69;9;0
17.0;0.5;2;1;18;1;1;0.5;"""2/4""";67;9;0
