onset;duration;period;division;bar;beat;tatum;beat_duration;signature;pitch;phrase_id;phrase_begin
0.0;0.333333333333;2;3;1;1;1;0.5;"""6/8""";71;1;1
0.333333333333;0.166666666667;2;3;1;1;3;0.5;"""6/8""";71;1;0
0.5;0.333333333333;2;3;1;2;1;0.5;"""6/8""";74;1;0
0.833333333333;0.166666666667;2;3;1;2;3;0.5;"""6/8""";71;1;0
1.0;0.166666666667;2;3;2;1;1;0.5;"""6/8""";69;1;0
1.16666666667;0.166666666667;2;3;2;1;2;0.5;"""6/8""";71;1;0
1.33333333333;0.166666666667;2;3;2;1;3;0.5;"""6/8""";69;1;0
1.5;0.333333333333;2;1;2;2;1;0.5;"""6/8""";67;1;0
2.0;0.333333333333;2;3;3;1;1;0.5;"""6/8""";76;2;1
2.33333333333;0.166666666667;2;3;3;1;3;0.5;"""6/8""";76;2;0
2.5;0.25;2;6;3;2;1;0.5;"""6/8""";74;2;0
2.75;0.0833333333333;2;6;3;2;4;0.5;"""6/8""";72;2;0
2.83333333333;0.166666666667;2;6;3;2;5;0.5;"""6/8""";71;2;0
3.0;0.166666666667;2;3;4;1;1;0.5;"""6/8""";69;2;0
3.16666666667;0.166666666667;2;3;4;1;2;0.5;"""6/8""";72;2;0
3.33333333333;0.166666666667;2;3;4;1;3;0.5;"""6/8""";71;2;0
3.5;0.333333333333;2;1;4;2;1;0.5;"""6/8""";69;2;0
4.0;0.333333333333;2;3;5;1;1;0.5;"""6/8""";69;3;1
4.33333333333;0.166666666667;2;3;5;1;3;0.5;"""6/8""";72;3;0
4.5;0.166666666667;2;3;5;2;1;0.5;"""6/8""";71;3;0
4.66666666667;0.166666666667;2;3;5;2;2;0.5;"""6/8""";69;3;0
4.83333333333;0.166666666667;2;3;5;2;3;0.5;"""6/8""";67;3;0
5.0;0.333333333333;2;3;6;1;1;0.5;"""6/8""";76;3;0
5.33333333333;0.166666666667;2;3;6;1;3;0.5;"""6/8""";76;3;0
5.5;0.25;2;6;6;2;1;0.5;"""6/8""";74;3;0
5.75;0.0833333333333;2;6;6;2;4;0.5;"""6/8""";72;3;0
5.83333333333;0.166666666667;2;6;6;2;5;0.5;"""6/8""";71;3;0
6.0;0.333333333333;2;3;7;1;1;0.5;"""6/8""";69;4;1
6.33333333333;0.166666666667;2;3;7;1;3;0.5;"""6/8""";76;4;0
6.5;0.25;2;6;7;2;1;0.5;"""6/8""";74;4;0
6.75;0.0833333333333;2;6;7;2;4;0.5;"""6/8""";72;4;0
6.83333333333;0.166666666667;2;6;7;2;5;0.5;"""6/8""";71;4;0
7.0;0.25;2;6;8;1;1;0.5;"""6/8""";72;4;0
7.25;0.0833333333333;2;6;8;1;4;0.5;"""6/8""";71;4;0
7.33333333333;0.166666666667;2;6;8;1;5;0.5;"""6/8""";69;4;0
7.5;0.333333333333;2;3;8;2;1;0.5;"""6/8""";69;4;0
7.83333333333;0.166666666667;2;3;8;2;3;0.5;"""6/8""";67;4;0
