onset;duration;period;division;bar;beat;tatum;beat_duration;signature;pitch;phrase_id;phrase_begin
0.0;0.5;3;1;0;3;1;0.5;"""3/4""";60;1;1
0.5;1.0;3;1;1;1;1;0.5;"""3/4""";65;1;0
1.5;0.5;3;1;1;3;1;0.5;"""3/4""";64;1;0
2.0;1.0;3;1;2;1;1;0.5;"""3/4""";65;1;0
3.0;0.5;3;1;2;3;1;0.5;"""3/4""";65;1;0
3.5;0.5;3;1;3;1;1;0.5;"""3/4""";65;1;0
4.0;0.5;3;1;3;2;1;0.5;"""3/4""";69;1;0
4.5;0.5;3;1;3;3;1;0.5;"""3/4""";67;1;0
5.0;1.0;3;1;4;1;1;0.5;"""3/4""";65;1;0
6.0;0.25;3;2;4;3;1;0.5;"""3/4""";67;2;1
6.25;0.25;3;2;4;3;2;0.5;"""3/4""";69;2;0
6.5;0.75;3;1;5;1;1;0.5;"""3/4""";70;2;0
7.25;0.25;3;2;5;2;2;0.5;"""3/4""";67;2;0
7.5;0.25;3;2;5;3;1;0.5;"""3/4""";72;2;0
7.75;0.25;3;2;5;3;2;0.5;"""3/4""";70;2;0
8.0;0.75;3;1;6;1;1;0.5;"""3/4""";69;2;0
8.75;0.25;3;2;6;2;2;0.5;"""3/4""";67;2;0
9.0;0.5;3;1;6;3;1;0.5;"""3/4""";65;2;0
9.5;0.75;3;1;7;1;1;0.5;"""3/4""";67;2;0
10.25;0.25;3;2;7;2;2;0.5;"""3/4""";65;2;0
10.5;0.5;3;1;7;3;1;0.5;"""3/4""";64;2;0
11.0;1.0;3;1;8;1;1;0.5;"""3/4""";65;2;0
12.0;0.25;3;2;8;3;1;0.5;"""3/4""";67;3;1
12.25;0.25;3;2;8;3;2;0.5;"""3/4""";69;3;0
12.5;0.75;3;1;9;1;1;0.5;"""3/4""";70;3;0
13.25;0.25;3;2;9;2;2;0.5;"""3/4""";67;3;0
13.5;0.25;3;2;9;3;1;0.5;"""3/4""";72;3;0
13.75;0.25;3;2;9;3;2;0.5;"""3/4""";70;3;0
14.0;0.75;3;1;10;1;1;0.5;"""3/4""";69;3;0
14.75;0.25;3;2;10;2;2;0.5;"""3/4""";67;3;0
15.0;0.5;3;1;10;3;1;0.5;"""3/4""";65;3;0
15.5;0.75;3;1;11;1;1;0.5;"""3/4""";67;3;0
16.25;0.25;3;2;11;2;2;0.5;"""3/4""";65;3;0
16.5;0.5;3;1;11;3;1;0.5;"""3/4""";64;3;0
17.0;1.0;3;1;12;1;1;0.5;"""3/4""";65;3;0
