onset;duration;period;division;bar;beat;tatum;beat_duration;signature;pitch;phrase_id;phrase_begin
0.0;0.25;2;2;1;1;1;0.5;"""2/4""";67;1;1
0.25;0.25;2;2;1;1;2;0.5;"""2/4""";67;1;0
0.5;0.25;2;2;1;2;1;0.5;"""2/4""";67;1;0
0.75;0.25;2;2;1;2;2;0.5;"""2/4""";71;1;0
1.0;0.5;2;1;2;1;1;0.5;"""2/4""";67;1;0
1.5;0.5;2;1;2;2;1;0.5;"""2/4""";62;1;0
2.0;0.25;2;2;3;1;1;0.5;"""2/4""";67;2;1
2.25;0.25;2;2;3;1;2;0.5;"""2/4""";67;2;0
2.5;0.25;2;2;3;2;1;0.5;"""2/4""";67;2;0
2.75;0.25;2;2;3;2;2;0.5;"""2/4""";71;2;0
3.0;0.5;2;1;4;1;1;0.5;"""2/4""";67;2;0
3.5;0.5;2;1;4;2;1;0.5;"""2/4""";62;2;0
4.0;0.25;2;2;5;1;1;0.5;"""2/4""";67;3;1
4.25;0.25;2;2;5;1;2;0.5;"""2/4""";67;3;0
4.5;0.5;2;1;5;2;1;0.5;"""2/4""";64;3;0
5.0;0.25;2;2;6;1;1;0.5;"""2/4""";67;3;0
5.25;0.25;2;2;6;1;2;0.5;"""2/4""";67;3;0
5.5;0.25;2;2;6;2;1;0.5;"""2/4""";64;3;0
5.75;0.25;2;2;6;2;2;0.5;"""2/4""";64;3;0
6.0;0.25;2;2;7;1;1;0.5;"""2/4""";67;4;1
6.25;0.25;2;2;7;1;2;0.5;"""2/4""";67;4;0
6.5;0.25;2;2;7;2;1;0.5;"""2/4""";69;4;0
6.75;0.25;2;2;7;2;2;0.5;"""2/4""";69;4;0
7.0;0.5;2;1;8;1;1;0.5;"""2/4""";67;4;0
7.5;0.5;2;1;8;2;1;0.5;"""2/4""";64;4;0
8.0;0.25;2;2;9;1;1;0.5;"""2/4""";67;5;1
8.25;0.25;2;2;9;1;2;0.5;"""2/4""";67;5;0
8.5;0.25;2;2;9;2;1;0.5;"""2/4""";67;5;0
8.75;0.25;2;2;9;2;2;0.5;"""2/4""";71;5;0
9.0;0.25;2;2;10;1;1;0.5;"""2/4""";67;5;0
9.25;0.25;2;2;10;1;2;0.5;"""2/4""";67;5;0
9.5;0.5;2;1;10;2;1;0.5;"""2/4""";62;5;0
10.0;0.375;2;4;11;1;1;0.5;"""2/4""";74;6;1
10.375;0.125;2;4;11;1;4;0.5;"""2/4""";72;6;0
10.5;0.25;2;2;11;2;1;0.5;"""2/4""";71;6;0
10.75;0.25;2;2;11;2;2;0.5;"""2/4""";69;6;0
11.0;0.25;2;2;12;1;1;0.5;"""2/4""";67;6;0
11.25;0.25;2;2;12;1;2;0.5;"""2/4""";67;6;0
11.5;0.5;2;1;12;2;1;0.5;"""2/4""";67;6;0
