onset;duration;period;division;bar;beat;tatum;beat_duration;signature;pitch;phrase_id;phrase_begin
0.0;0.25;2;2;1;1;1;0.5;"""2/4""";74;1;1
0.25;0.25;2;2;1;1;2;0.5;"""2/4""";74;1;0
0.5;0.25;2;2;1;2;1;0.5;"""2/4""";76;1;0
0.75;0.25;2;2;1;2;2;0.5;"""2/4""";76;1;0
1.0;0.5;2;1;2;1;1;0.5;"""2/4""";74;1;0
1.5;0.25;2;2;2;2;1;0.5;"""2/4""";71;1;0
1.75;0.25;2;2;2;2;2;0.5;"""2/4""";67;2;1
2.0;0.25;2;2;3;1;1;0.5;"""2/4""";74;2;0
2.25;0.25;2;2;3;1;2;0.5;"""2/4""";74;2;0
2.5;0.25;2;2;3;2;1;0.5;"""2/4""";74;2;0
2.75;0.25;2;2;3;2;2;0.5;"""2/4""";74;2;0
3.0;0.5;2;1;4;1;1;0.5;"""2/4""";79;2;0
3.75;0.25;2;2;4;2;2;0.5;"""2/4""";67;3;1
4.0;0.25;2;2;5;1;1;0.5;"""2/4""";74;3;0
4.25;0.25;2;2;5;1;2;0.5;"""2/4""";74;3;0
4.5;0.25;2;2;5;2;1;0.5;"""2/4""";76;3;0
4.75;0.25;2;2;5;2;2;0.5;"""2/4""";76;3;0
5.0;0.5;2;1;6;1;1;0.5;"""2/4""";74;3;0
5.5;0.5;2;1;6;2;1;0.5;"""2/4""";74;3;0
6.0;0.5;2;1;7;1;1;0.5;"""2/4""";74;4;1
6.5;0.5;2;1;7;2;1;0.5;"""2/4""";74;4;0
7.0;0.5;2;1;8;1;1;0.5;"""2/4""";79;4;0
7.75;0.25;2;2;8;2;2;0.5;"""2/4""";67;5;1
8.0;0.25;2;2;9;1;1;0.5;"""2/4""";74;5;0
8.25;0.25;2;2;9;1;2;0.5;"""2/4""";74;5;0
8.5;0.25;2;2;9;2;1;0.5;"""2/4""";69;5;0
8.75;0.25;2;2;9;2;2;0.5;"""2/4""";76;5;0
9.0;0.25;2;2;10;1;1;0.5;"""2/4""";74;5;0
9.25;0.25;2;2;10;1;2;0.5;"""2/4""";74;5;0
9.5;0.25;2;2;10;2;1;0.5;"""2/4""";71;5;0
9.75;0.25;2;2;10;2;2;0.5;"""2/4""";67;6;1
10.0;0.25;2;2;11;1;1;0.5;"""2/4""";74;6;0
10.25;0.25;2;2;11;1;2;0.5;"""2/4""";74;6;0
10.5;0.25;2;2;11;2;1;0.5;"""2/4""";74;6;0
10.75;0.25;2;2;11;2;2;0.5;"""2/4""";67;6;0
11.0;0.5;2;1;12;1;1;0.5;"""2/4""";74;6;0
11.5;0.25;2;2;12;2;1;0.5;"""2/4""";74;6;0
11.75;0.25;2;2;12;2;2;0.5;"""2/4""";67;7;1
12.0;0.25;2;2;13;1;1;0.5;"""2/4""";74;7;0
12.25;0.25;2;2;13;1;2;0.5;"""2/4""";74;7;0
12.5;0.25;2;2;13;2;1;0.5;"""2/4""";74;7;0
12.75;0.25;2;2;13;2;2;0.5;"""2/4""";67;7;0
13.0;0.25;2;2;14;1;1;0.5;"""2/4""";74;7;0
13.25;0.25;2;2;14;1;2;0.5;"""2/4""";74;7;0
13.5;0.25;2;2;14;2;1;0.5;"""2/4""";74;7;0
13.75;0.25;2;2;14;2;2;0.5;"""2/4""";67;8;1
14.0;0.25;2;2;15;1;1;0.5;"""2/4""";74;8;0
14.25;0.25;2;2;15;1;2;0.5;"""2/4""";74;8;0
14.5;0.25;2;2;15;2;1;0.5;"""2/4""";76;8;0
14.75;0.25;2;2;15;2;2;0.5;"""2/4""";74;8;0
15.0;0.5;2;1;16;1;1;0.5;"""2/4""";74;8;0
15.5;0.5;2;1;16;2;1;0.5;"""2/4""";74;8;0
