onset;duration;period;division;bar;beat;tatum;beat_duration;signature;pitch;phrase_id;phrase_begin
0.0;0.25;3;2;0;3;1;0.5;"""3/4""";60;1;1
0.25;0.25;3;2;0;3;2;0.5;"""3/4""";64;1;0
0.5;0.5;3;1;1;1;1;0.5;"""3/4""";67;1;0
1.0;0.5;3;1;1;2;1;0.5;"""3/4""";64;1;0
1.5;0.25;3;2;1;3;1;0.5;"""3/4""";72;1;0
1.75;0.25;3;2;1;3;2;0.5;"""3/4""";69;1;0
2.0;0.5;3;1;2;1;1;0.5;"""3/4""";67;1;0
2.5;0.5;3;1;2;2;1;0.5;"""3/4""";64;1;0
3.0;0.25;3;2;2;3;1;0.5;"""3/4""";64;2;1
3.25;0.25;3;2;2;3;2;0.5;"""3/4""";67;2;0
3.5;0.5;3;1;3;1;1;0.5;"""3/4""";65;2;0
4.0;0.5;3;1;3;2;1;0.5;"""3/4""";62;2;0
4.5;0.25;3;2;3;3;1;0.5;"""3/4""";67;2;0
4.75;0.25;3;2;3;3;2;0.5;"""3/4""";67;2;0
5.0;1.0;3;1;4;1;1;0.5;"""3/4""";64;2;0
6.0;0.25;3;2;4;3;1;0.5;"""3/4""";60;3;1
6.25;0.25;3;2;4;3;2;0.5;"""3/4""";64;3;0
6.5;0.5;3;1;5;1;1;0.5;"""3/4""";67;3;0
7.0;0.5;3;1;5;2;1;0.5;"""3/4""";64;3;0
7.5;0.25;3;2;5;3;1;0.5;"""3/4""";72;3;0
7.75;0.25;3;2;5;3;2;0.5;"""3/4""";69;3;0
8.0;0.5;3;1;6;1;1;0.5;"""3/4""";67;3;0
8.5;0.5;3;1;6;2;1;0.5;"""3/4""";64;3;0
9.0;0.25;3;2;6;3;1;0.5;"""3/4""";64;4;1
9.25;0.25;3;2;6;3;2;0.5;"""3/4""";67;4;0
9.5;0.5;3;1;7;1;1;0.5;"""3/4""";65;4;0
10.0;0.5;3;1;7;2;1;0.5;"""3/4""";62;4;0
10.5;0.25;3;4;7;3;1;0.5;"""3/4""";67;4;0
10.75;0.125;3;4;7;3;3;0.5;"""3/4""";67;4;0
10.875;0.125;3;4;7;3;4;0.5;"""3/4""";65;4;0
11.0;1.0;3;1;8;1;1;0.5;"""3/4""";64;4;0
