onset;duration;period;division;bar;beat;tatum;beat_duration;signature;pitch;phrase_id;phrase_begin
0.0;0.5;3;1;1;1;1;0.5;"""3/8""";74;1;1
0.5;0.25;3;2;1;2;1;0.5;"""3/8""";74;1;0
0.75;0.25;3;2;1;2;2;0.5;"""3/8""";72;1;0
1.0;0.25;3;2;1;3;1;0.5;"""3/8""";71;1;0
1.25;0.25;3;2;1;3;2;0.5;"""3/8""";69;1;0
1.5;0.5;3;1;2;1;1;0.5;"""3/8""";67;1;0
2.0;0.25;3;2;2;2;1;0.5;"""3/8""";67;1;0
2.25;0.25;3;2;2;2;2;0.5;"""3/8""";69;1;0
2.5;0.25;3;2;2;3;1;0.5;"""3/8""";71;1;0
2.75;0.25;3;2;2;3;2;0.5;"""3/8""";72;1;0
3.0;0.5;3;1;3;1;1;0.5;"""3/8""";74;1;0
3.5;0.5;3;1;3;2;1;0.5;"""3/8""";74;1;0
4.0;0.5;3;1;3;3;1;0.5;"""3/8""";76;1;0
4.5;1.5;3;1;4;1;1;0.5;"""3/8""";74;1;0
6.0;0.5;3;1;5;1;1;0.5;"""3/8""";72;2;1
6.5;0.5;3;1;5;2;1;0.5;"""3/8""";72;2;0
7.0;0.5;3;1;5;3;1;0.5;"""3/8""";69;2;0
7.5;0.75;3;1;6;1;1;0.5;"""3/8""";71;2;0
8.25;0.25;3;2;6;2;2;0.5;"""3/8""";69;2;0
8.5;0.5;3;1;6;3;1;0.5;"""3/8""";67;2;0
9.0;0.5;3;1;7;1;1;0.5;"""3/8""";69;2;0
9.5;0.5;3;1;7;2;1;0.5;"""3/8""";69;2;0
10.0;0.5;3;1;7;3;1;0.5;"""3/8""";66;2;0
10.5;1.0;3;1;8;1;1;0.5;"""3/8""";67;2;0
12.0;0.5;3;1;9;1;1;0.5;"""3/8""";74;3;1
12.5;0.5;3;1;9;2;1;0.5;"""3/8""";74;3;0
13.0;0.5;3;1;9;3;1;0.5;"""3/8""";71;3;0
13.5;0.5;3;1;10;1;1;0.5;"""3/8""";72;3;0
14.0;0.5;3;1;10;2;1;0.5;"""3/8""";72;3;0
14.5;0.5;3;1;10;3;1;0.5;"""3/8""";69;3;0
15.0;0.5;3;1;11;1;1;0.5;"""3/8""";71;3;0
15.5;0.5;3;1;11;2;1;0.5;"""3/8""";67;3;0
16.0;0.5;3;1;11;3;1;0.5;"""3/8""";67;3;0
16.5;1.5;3;1;12;1;1;0.5;"""3/8""";69;3;0
18.0;0.5;3;1;13;1;1;0.5;"""3/8""";74;4;1
18.5;0.5;3;1;13;2;1;0.5;"""3/8""";74;4;0
19.0;0.5;3;1;13;3;1;0.5;"""3/8""";71;4;0
19.5;1.0;3;1;14;1;1;0.5;"""3/8""";72;4;0
20.5;0.5;3;1;14;3;1;0.5;"""3/8""";69;4;0
21.0;0.5;3;1;15;1;1;0.5;"""3/8""";71;4;0
21.5;0.5;3;1;15;2;1;0.5;"""3/8""";71;4;0
22.0;0.5;3;1;15;3;1;0.5;"""3/8""";67;4;0
22.5;1.5;3;1;16;1;1;0.5;"""3/8""";69;4;0
24.0;0.5;3;1;17;1;1;0.5;"""3/8""";74;5;1
24.5;0.25;3;2;17;2;1;0.5;"""3/8""";74;5;0
24.75;0.25;3;2;17;2;2;0.5;"""3/8""";72;5;0
25.0;0.25;3;2;17;3;1;0.5;"""3/8""";71;5;0
25.25;0.25;3;2;17;3;2;0.5;"""3/8""";69;5;0
25.5;0.5;3;1;18;1;1;0.5;"""3/8""";67;5;0
26.0;0.25;3;2;18;2;1;0.5;"""3/8""";67;5;0
26.25;0.25;3;2;18;2;2;0.5;"""3/8""";69;5;0
26.5;0.25;3;2;18;3;1;0.5;"""3/8""";71;5;0
26.75;0.25;3;2;18;3;2;0.5;"""3/8""";72;5;0
27.0;0.5;3;1;19;1;1;0.5;"""3/8""";74;5;0
27.5;0.5;3;1;19;2;1;0.5;"""3/8""";74;5;0
28.0;0.5;3;1;19;3;1;0.5;"""3/8""";76;5;0
28.5;1.5;3;1;20;1;1;0.5;"""3/8""";74;5;0
30.0;0.5;3;1;21;1;1;0.5;"""3/8""";72;6;1
30.5;0.5;3;1;21;2;1;0.5;"""3/8""";72;6;0
31.0;0.5;3;1;21;3;1;0.5;"""3/8""";69;6;0
31.5;0.75;3;1;22;1;1;0.5;"""3/8""";71;6;0
32.25;0.25;3;2;22;2;2;0.5;"""3/8""";69;6;0
32.5;0.5;3;1;22;3;1;0.5;"""3/8""";67;6;0
33.0;0.5;3;1;23;1;1;0.5;"""3/8""";69;6;0
33.5;0.5;3;1;23;2;1;0.5;"""3/8""";69;6;0
34.0;0.5;3;1;23;3;1;0.5;"""3/8""";66;6;0
34.5;1.0;3;1;24;1;1;0.5;"""3/8""";67;6;0
