onset;duration;period;division;bar;beat;tatum;beat_duration;signature;pitch;phrase_id;phrase_begin
0.0;0.5;2;1;1;1;1;0.5;"""2/4""";74;1;1
0.5;0.5;2;1;1;2;1;0.5;"""2/4""";76;1;0
1.0;0.25;2;2;2;1;1;0.5;"""2/4""";74;1;0
1.25;0.25;2;2;2;1;2;0.5;"""2/4""";67;1;0
1.5;0.25;2;2;2;2;1;0.5;"""2/4""";67;1;0
1.75;0.25;2;2;2;2;2;0.5;"""2/4""";67;2;1
2.0;0.25;2;2;3;1;1;0.5;"""2/4""";74;2;0
2.25;0.25;2;2;3;1;2;0.5;"""2/4""";74;2;0
2.5;0.25;2;2;3;2;1;0.5;"""2/4""";76;2;0
2.75;0.25;2;2;3;2;2;0.5;"""2/4""";76;2;0
3.0;0.5;2;1;4;1;1;0.5;"""2/4""";74;2;0
3.5;0.25;2;2;4;2;1;0.5;"""2/4""";71;2;0
3.75;0.25;2;2;4;2;2;0.5;"""2/4""";67;3;1
4.0;0.25;2;2;5;1;1;0.5;"""2/4""";74;3;0
4.25;0.25;2;2;5;1;2;0.5;"""2/4""";74;3;0
4.5;0.25;2;2;5;2;1;0.5;"""2/4""";67;3;0
4.75;0.25;2;2;5;2;2;0.5;"""2/4""";76;3;0
5.0;0.25;2;2;6;1;1;0.5;"""2/4""";74;3;0
5.25;0.25;2;2;6;1;2;0.5;"""2/4""";71;3;0
5.5;0.5;2;1;6;2;1;0.5;"""2/4""";67;3;0
6.0;0.5;2;1;7;1;1;0.5;"""2/4""";74;4;1
6.5;0.5;2;1;7;2;1;0.5;"""2/4""";76;4;0
7.0;1.0;2;1;8;1;1;0.5;"""2/4""";74;4;0
8.0;0.5;4;1;9;1;1;0.5;"""4/4""";74;5;1
8.5;0.5;4;1;9;2;1;0.5;"""4/4""";74;5;0
9.0;1.0;4;1;9;3;1;0.5;"""4/4""";71;5;0
10.0;0.5;4;1;10;1;1;0.5;"""4/4""";74;5;0
10.5;0.5;4;1;10;2;1;0.5;"""4/4""";74;5;0
11.0;1.0;4;1;10;3;1;0.5;"""4/4""";71;5;0
12.0;0.5;4;1;11;1;1;0.5;"""4/4""";74;5;0
12.5;0.5;4;1;11;2;1;0.5;"""4/4""";74;5;0
13.0;1.0;4;1;11;3;1;0.5;"""4/4""";71;5;0
14.0;0.5;4;1;12;1;1;0.5;"""4/4""";74;6;1
14.5;0.5;4;1;12;2;1;0.5;"""4/4""";74;6;0
15.0;0.5;4;1;12;3;1;0.5;"""4/4""";76;6;0
15.5;0.5;4;1;12;4;1;0.5;"""4/4""";76;6;0
16.0;0.5;4;1;13;1;1;0.5;"""4/4""";74;6;0
16.5;0.5;4;1;13;2;1;0.5;"""4/4""";74;6;0
17.0;1.0;4;1;13;3;1;0.5;"""4/4""";71;6;0
