onset;duration;period;division;bar;beat;tatum;beat_duration;signature;pitch;phrase_id;phrase_begin
0.0;0.25;2;2;0;2;2;0.5;"""2/4""";62;1;1
0.25;0.166666666667;2;3;1;1;1;0.5;"""6/8""";67;1;0
0.416666666667;0.166666666667;2;3;1;1;2;0.5;"""6/8""";67;1;0
0.583333333333;0.166666666667;2;3;1;1;3;0.5;"""6/8""";67;1;0
0.75;0.166666666667;2;3;1;2;1;0.5;"""6/8""";66;1;0
0.916666666667;0.166666666667;2;3;1;2;2;0.5;"""6/8""";66;1;0
1.08333333333;0.166666666667;2;3;1;2;3;0.5;"""6/8""";66;1;0
1.25;0.333333333333;2;3;2;1;1;0.5;"""6/8""";67;1;0
1.58333333333;0.166666666667;2;3;2;1;3;0.5;"""6/8""";62;1;0
1.75;0.333333333333;2;3;2;2;1;0.5;"""6/8""";62;1;0
2.08333333333;0.166666666667;2;3;2;2;3;0.5;"""6/8""";62;2;1
2.25;0.333333333333;2;3;3;1;1;0.5;"""6/8""";64;2;0
2.58333333333;0.166666666667;2;3;3;1;3;0.5;"""6/8""";64;2;0
2.75;0.333333333333;2;3;3;2;1;0.5;"""6/8""";66;2;0
3.08333333333;0.166666666667;2;3;3;2;3;0.5;"""6/8""";66;2;0
3.25;0.5;2;1;4;1;1;0.5;"""6/8""";67;2;0
3.75;0.333333333333;2;3;4;2;1;0.5;"""6/8""";67;2;0
4.08333333333;0.166666666667;2;3;4;2;3;0.5;"""6/8""";62;3;1
4.25;0.166666666667;2;3;5;1;1;0.5;"""6/8""";67;3;0
4.41666666667;0.166666666667;2;3;5;1;2;0.5;"""6/8""";67;3;0
4.58333333333;0.166666666667;2;3;5;1;3;0.5;"""6/8""";67;3;0
4.75;0.166666666667;2;3;5;2;1;0.5;"""6/8""";66;3;0
4.91666666667;0.166666666667;2;3;5;2;2;0.5;"""6/8""";66;3;0
5.08333333333;0.166666666667;2;3;5;2;3;0.5;"""6/8""";66;3;0
5.25;0.333333333333;2;3;6;1;1;0.5;"""6/8""";67;3;0
5.58333333333;0.166666666667;2;3;6;1;3;0.5;"""6/8""";62;3;0
5.75;0.333333333333;2;3;6;2;1;0.5;"""6/8""";62;3;0
6.08333333333;0.166666666667;2;3;6;2;3;0.5;"""6/8""";62;4;1
6.25;0.333333333333;2;3;7;1;1;0.5;"""6/8""";64;4;0
6.58333333333;0.166666666667;2;3;7;1;3;0.5;"""6/8""";64;4;0
6.75;0.333333333333;2;3;7;2;1;0.5;"""6/8""";66;4;0
7.08333333333;0.166666666667;2;3;7;2;3;0.5;"""6/8""";66;4;0
7.25;0.5;2;1;8;1;1;0.5;"""6/8""";67;4;0
7.75;0.333333333333;2;3;8;2;1;0.5;"""6/8""";67;4;0
8.08333333333;0.166666666667;2;3;8;2;3;0.5;"""6/8""";62;5;1
8.25;0.25;2;2;9;1;1;0.5;"""2/4""";67;5;0
8.5;0.25;2;2;9;1;2;0.5;"""2/4""";66;5;0
8.75;0.25;2;2;9;2;1;0.5;"""2/4""";64;5;0
9.0;0.25;2;2;9;2;2;0.5;"""2/4""";62;5;0
9.25;0.5;2;1;10;1;1;0.5;"""2/4""";62;5;0
10.0;0.25;2;2;10;2;2;0.5;"""2/4""";62;6;1
10.25;0.25;2;2;11;1;1;0.5;"""2/4""";67;6;0
10.5;0.25;2;2;11;1;2;0.5;"""2/4""";66;6;0
10.75;0.25;2;2;11;2;1;0.5;"""2/4""";64;6;0
11.0;0.25;2;2;11;2;2;0.5;"""2/4""";62;6;0
11.25;0.5;2;1;12;1;1;0.5;"""2/4""";62;6;0
12.0;0.25;2;2;12;2;2;0.5;"""2/4""";62;7;1
12.25;0.5;2;1;13;1;1;0.5;"""2/4""";64;7;0
12.75;0.5;2;1;13;2;1;0.5;"""2/4""";64;7;0
13.25;0.5;2;1;14;1;1;0.5;"""2/4""";66;7;0
13.75;0.5;2;1;14;2;1;0.5;"""2/4""";66;7;0
14.25;1.0;2;1;15;1;1;0.5;"""2/4""";67;7;0
15.25;0.5;2;1;16;1;1;0.5;"""2/4""";67;7;0
