onset;duration;period;division;bar;beat;tatum;beat_duration;signature;pitch;phrase_id;phrase_begin
0.0;0.25;2;2;0;2;2;0.5;"""2/4""";60;1;1
0.25;0.25;2;2;1;1;1;0.5;"""2/4""";65;1;0
0.5;0.25;2;2;1;1;2;0.5;"""2/4""";67;1;0
0.75;0.25;2;2;1;2;1;0.5;"""2/4""";69;1;0
1.0;0.25;2;2;1;2;2;0.5;"""2/4""";70;1;0
1.25;0.5;2;1;2;1;1;0.5;"""2/4""";72;1;0
1.75;0.25;2;2;2;2;1;0.5;"""2/4""";69;1;0
2.0;0.25;2;2;2;2;2;0.5;"""2/4""";69;2;1
2.25;0.5;2;1;3;1;1;0.5;"""2/4""";70;2;0
2.75;0.5;2;1;3;2;1;0.5;"""2/4""";72;2;0
3.25;0.5;2;1;4;1;1;0.5;"""2/4""";69;2;0
4.0;0.25;2;2;4;2;2;0.5;"""2/4""";60;3;1
4.25;0.25;2;2;5;1;1;0.5;"""2/4""";65;3;0
4.5;0.25;2;2;5;1;2;0.5;"""2/4""";67;3;0
4.75;0.25;2;2;5;2;1;0.5;"""2/4""";69;3;0
5.0;0.25;2;2;5;2;2;0.5;"""2/4""";70;3;0
5.25;0.5;2;1;6;1;1;0.5;"""2/4""";72;3;0
5.75;0.25;2;2;6;2;1;0.5;"""2/4""";69;3;0
6.0;0.25;2;2;6;2;2;0.5;"""2/4""";69;4;1
6.25;0.5;2;1;7;1;1;0.5;"""2/4""";70;4;0
6.75;0.5;2;1;7;2;1;0.5;"""2/4""";72;4;0
7.25;0.5;2;1;8;1;1;0.5;"""2/4""";69;4;0
8.0;0.25;2;2;8;2;2;0.5;"""2/4""";72;5;1
8.25;0.25;2;2;9;1;1;0.5;"""2/4""";70;5;0
8.5;0.25;2;2;9;1;2;0.5;"""2/4""";70;5;0
8.75;0.25;2;2;9;2;1;0.5;"""2/4""";67;5;0
9.0;0.25;2;2;9;2;2;0.5;"""2/4""";67;5;0
9.25;0.25;2;2;10;1;1;0.5;"""2/4""";69;5;0
9.5;0.25;2;2;10;1;2;0.5;"""2/4""";69;5;0
9.75;0.25;2;2;10;2;1;0.5;"""2/4""";69;5;0
10.0;0.25;2;2;10;2;2;0.5;"""2/4""";72;6;1
10.25;0.25;2;2;11;1;1;0.5;"""2/4""";70;6;0
10.5;0.25;2;2;11;1;2;0.5;"""2/4""";70;6;0
10.75;0.25;2;2;11;2;1;0.5;"""2/4""";67;6;0
11.0;0.25;2;2;11;2;2;0.5;"""2/4""";67;6;0
11.25;0.25;2;2;12;1;1;0.5;"""2/4""";69;6;0
11.5;0.25;2;2;12;1;2;0.5;"""2/4""";69;6;0
11.75;0.5;2;1;12;2;1;0.5;"""2/4""";69;6;0
12.25;0.5;2;1;13;1;1;0.5;"""2/4""";70;7;1
12.75;0.5;2;1;13;2;1;0.5;"""2/4""";67;7;0
13.25;0.5;2;1;14;1;1;0.5;"""2/4""";69;7;0
13.75;0.5;2;1;14;2;1;0.5;"""2/4""";65;7;0
14.25;0.25;2;2;15;1;1;0.5;"""2/4""";70;8;1
14.5;0.25;2;2;15;1;2;0.5;"""2/4""";70;8;0
14.75;0.25;2;2;15;2;1;0.5;"""2/4""";67;8;0
15.0;0.25;2;2;15;2;2;0.5;"""2/4""";67;8;0
15.25;0.5;2;1;16;1;1;0.5;"""2/4""";69;8;0
15.75;0.5;2;1;16;2;1;0.5;"""2/4""";65;8;0
16.25;0.25;2;2;17;1;1;0.5;"""2/4""";65;9;1
16.5;0.25;2;2;17;1;2;0.5;"""2/4""";67;9;0
16.75;0.25;2;2;17;2;1;0.5;"""2/4""";69;9;0
17.0;0.25;2;2;17;2;2;0.5;"""2/4""";70;9;0
17.25;0.5;2;1;18;1;1;0.5;"""2/4""";72;9;0
18.0;0.25;2;2;18;2;2;0.5;"""2/4""";74;10;1
18.25;0.25;2;2;19;1;1;0.5;"""2/4""";72;10;0
18.5;0.25;2;2;19;1;2;0.5;"""2/4""";70;10;0
18.75;0.25;2;2;19;2;1;0.5;"""2/4""";69;10;0
19.0;0.25;2;2;19;2;2;0.5;"""2/4""";67;10;0
19.25;0.5;2;1;20;1;1;0.5;"""2/4""";65;10;0
