onset;duration;period;division;bar;beat;tatum;beat_duration;signature;pitch;phrase_id;phrase_begin
0.0;0.5;2;1;1;1;1;0.5;"""6/8""";72;1;1
0.5;0.5;2;1;1;2;1;0.5;"""6/8""";67;1;0
1.0;0.25;2;6;2;1;1;0.5;"""6/8""";65;1;0
1.25;0.0833333333333;2;6;2;1;4;0.5;"""6/8""";65;1;0
1.33333333333;0.166666666667;2;6;2;1;5;0.5;"""6/8""";65;1;0
1.5;0.25;2;6;2;2;1;0.5;"""6/8""";67;1;0
1.75;0.0833333333333;2;6;2;2;4;0.5;"""6/8""";67;1;0
1.83333333333;0.166666666667;2;6;2;2;5;0.5;"""6/8""";67;1;0
2.0;0.5;2;1;3;1;1;0.5;"""6/8""";69;1;0
2.5;0.5;2;1;3;2;1;0.5;"""6/8""";67;1;0
3.0;0.166666666667;2;3;4;1;1;0.5;"""6/8""";72;2;1
3.16666666667;0.166666666667;2;3;4;1;2;0.5;"""6/8""";72;2;0
3.33333333333;0.166666666667;2;3;4;1;3;0.5;"""6/8""";72;2;0
3.5;0.333333333333;2;3;4;2;1;0.5;"""6/8""";67;2;0
3.83333333333;0.166666666667;2;3;4;2;3;0.5;"""6/8""";67;2;0
4.0;0.25;2;6;5;1;1;0.5;"""6/8""";69;2;0
4.25;0.0833333333333;2;6;5;1;4;0.5;"""6/8""";67;2;0
4.33333333333;0.166666666667;2;6;5;1;5;0.5;"""6/8""";69;2;0
4.5;0.5;2;1;5;2;1;0.5;"""6/8""";65;2;0
5.0;0.166666666667;2;3;6;1;1;0.5;"""6/8""";72;3;1
5.16666666667;0.166666666667;2;3;6;1;2;0.5;"""6/8""";72;3;0
5.33333333333;0.166666666667;2;3;6;1;3;0.5;"""6/8""";72;3;0
5.5;0.333333333333;2;3;6;2;1;0.5;"""6/8""";67;3;0
5.83333333333;0.166666666667;2;3;6;2;3;0.5;"""6/8""";67;3;0
6.0;0.25;2;6;7;1;1;0.5;"""6/8""";69;3;0
6.25;0.0833333333333;2;6;7;1;4;0.5;"""6/8""";67;3;0
6.33333333333;0.166666666667;2;6;7;1;5;0.5;"""6/8""";69;3;0
6.5;0.5;2;1;7;2;1;0.5;"""6/8""";65;3;0
7.0;0.333333333333;2;3;8;1;1;0.5;"""6/8""";65;4;1
7.33333333333;0.166666666667;2;3;8;1;3;0.5;"""6/8""";67;4;0
7.5;0.25;2;6;8;2;1;0.5;"""6/8""";69;4;0
7.75;0.0833333333333;2;6;8;2;4;0.5;"""6/8""";69;4;0
7.83333333333;0.166666666667;2;6;8;2;5;0.5;"""6/8""";69;4;0
8.0;0.166666666667;2;3;9;1;1;0.5;"""6/8""";67;4;0
8.16666666667;0.166666666667;2;3;9;1;2;0.5;"""6/8""";67;4;0
8.33333333333;0.166666666667;2;3;9;1;3;0.5;"""6/8""";72;4;0
8.5;0.333333333333;2;1;9;2;1;0.5;"""6/8""";65;4;0
