onset;duration;period;division;bar;beat;tatum;beat_duration;signature;pitch;phrase_id;phrase_begin
0.0;0.5;3;1;1;1;1;0.5;"""3/8""";72;1;1
0.5;0.5;3;1;1;2;1;0.5;"""3/8""";70;1;0
1.0;0.5;3;1;1;3;1;0.5;"""3/8""";72;1;0
1.5;0.5;3;1;2;1;1;0.5;"""3/8""";67;1;0
2.0;0.5;3;1;2;2;1;0.5;"""3/8""";69;1;0
2.5;0.5;3;1;2;3;1;0.5;"""3/8""";70;1;0
3.0;0.5;3;1;3;1;1;0.5;"""3/8""";69;1;0
3.5;0.5;3;1;3;2;1;0.5;"""3/8""";69;1;0
4.0;0.5;3;1;3;3;1;0.5;"""3/8""";67;1;0
4.5;1.5;3;1;4;1;1;0.5;"""3/8""";72;1;0
6.0;0.5;3;1;5;1;1;0.5;"""3/8""";72;2;1
6.5;0.5;3;1;5;2;1;0.5;"""3/8""";70;2;0
7.0;0.5;3;1;5;3;1;0.5;"""3/8""";67;2;0
7.5;0.5;3;1;6;1;1;0.5;"""3/8""";65;2;0
8.0;0.5;3;1;6;2;1;0.5;"""3/8""";67;2;0
8.5;0.5;3;1;6;3;1;0.5;"""3/8""";69;2;0
9.0;0.5;3;1;7;1;1;0.5;"""3/8""";69;2;0
9.5;0.5;3;1;7;2;1;0.5;"""3/8""";67;2;0
10.0;0.5;3;1;7;3;1;0.5;"""3/8""";67;2;0
10.5;1.0;3;1;8;1;1;0.5;"""3/8""";65;2;0
