onset;duration;period;division;bar;beat;tatum;beat_duration;signature;pitch;phrase_id;phrase_begin
0.0;0.25;2;2;0;2;2;0.5;"""2/4""";74;1;1
0.25;0.25;2;2;1;1;1;0.5;"""2/4""";72;1;0
0.5;0.25;2;2;1;1;2;0.5;"""2/4""";70;1;0
0.75;0.25;2;2;1;2;1;0.5;"""2/4""";69;1;0
1.0;0.25;2;2;1;2;2;0.5;"""2/4""";74;1;0
1.25;0.25;2;2;2;1;1;0.5;"""2/4""";72;1;0
1.5;0.25;2;2;2;1;2;0.5;"""2/4""";70;1;0
1.75;0.25;2;2;2;2;1;0.5;"""2/4""";69;1;0
2.0;0.25;2;2;2;2;2;0.5;"""2/4""";65;2;1
2.25;0.25;2;2;3;1;1;0.5;"""2/4""";72;2;0
2.5;0.25;2;2;3;1;2;0.5;"""2/4""";72;2;0
2.75;0.25;2;2;3;2;1;0.5;"""2/4""";74;2;0
3.0;0.25;2;2;3;2;2;0.5;"""2/4""";74;2;0
3.25;0.5;2;1;4;1;1;0.5;"""2/4""";72;2;0
3.75;0.25;2;2;4;2;1;0.5;"""2/4""";69;2;0
4.0;0.25;2;2;4;2;2;0.5;"""2/4""";65;3;1
4.25;0.25;2;2;5;1;1;0.5;"""2/4""";72;3;0
4.5;0.25;2;2;5;1;2;0.5;"""2/4""";72;3;0
4.75;0.25;2;2;5;2;1;0.5;"""2/4""";74;3;0
5.0;0.25;2;2;5;2;2;0.5;"""2/4""";74;3;0
5.25;0.25;2;2;6;1;1;0.5;"""2/4""";72;3;0
5.5;0.25;2;2;6;1;2;0.5;"""2/4""";72;3;0
5.75;0.25;2;2;6;2;1;0.5;"""2/4""";69;3;0
6.0;0.25;2;2;6;2;2;0.5;"""2/4""";65;4;1
6.25;0.25;2;2;7;1;1;0.5;"""2/4""";72;4;0
6.5;0.25;2;2;7;1;2;0.5;"""2/4""";72;4;0
6.75;0.25;2;2;7;2;1;0.5;"""2/4""";74;4;0
7.0;0.25;2;2;7;2;2;0.5;"""2/4""";74;4;0
7.25;0.5;2;1;8;1;1;0.5;"""2/4""";72;4;0
7.75;0.25;2;2;8;2;1;0.5;"""2/4""";69;4;0
8.0;0.25;2;2;8;2;2;0.5;"""2/4""";74;4;0
8.25;0.5;2;1;9;1;1;0.5;"""2/4""";72;4;0
8.75;0.25;2;1;9;2;1;0.5;"""2/4""";69;4;0
