onset;duration;period;division;bar;beat;tatum;beat_duration;signature;pitch;phrase_id;phrase_begin
0.0;0.5;2;1;1;1;1;0.5;"""6/8""";69;1;1
0.5;0.166666666667;2;3;1;2;1;0.5;"""6/8""";67;1;0
0.666666666667;0.166666666667;2;3;1;2;2;0.5;"""6/8""";65;1;0
0.833333333333;0.166666666667;2;3;1;2;3;0.5;"""6/8""";67;1;0
1.0;0.5;2;1;2;1;1;0.5;"""6/8""";65;1;0
1.83333333333;0.0833333333333;2;6;2;2;5;0.5;"""6/8""";65;2;1
1.91666666667;0.0833333333333;2;6;2;2;6;0.5;"""6/8""";69;2;0
2.0;0.25;2;6;3;1;1;0.5;"""6/8""";72;2;0
2.25;0.0833333333333;2;6;3;1;4;0.5;"""6/8""";74;2;0
2.33333333333;0.166666666667;2;6;3;1;5;0.5;"""6/8""";72;2;0
2.5;0.166666666667;2;3;3;2;1;0.5;"""6/8""";70;2;0
2.66666666667;0.166666666667;2;3;3;2;2;0.5;"""6/8""";67;2;0
2.83333333333;0.166666666667;2;3;3;2;3;0.5;"""6/8""";72;2;0
3.0;0.5;2;1;4;1;1;0.5;"""6/8""";69;2;0
3.83333333333;0.0833333333333;2;6;4;2;5;0.5;"""6/8""";69;3;1
3.91666666667;0.0833333333333;2;6;4;2;6;0.5;"""6/8""";69;3;0
4.0;0.25;2;6;5;1;1;0.5;"""6/8""";70;3;0
4.25;0.0833333333333;2;6;5;1;4;0.5;"""6/8""";69;3;0
4.33333333333;0.166666666667;2;6;5;1;5;0.5;"""6/8""";70;3;0
4.5;0.166666666667;2;6;5;2;1;0.5;"""6/8""";67;3;0
4.66666666667;0.166666666667;2;6;5;2;3;0.5;"""6/8""";69;3;0
4.83333333333;0.0833333333333;2;6;5;2;5;0.5;"""6/8""";70;3;0
4.91666666667;0.0833333333333;2;6;5;2;6;0.5;"""6/8""";70;3;0
5.0;0.166666666667;2;3;6;1;1;0.5;"""6/8""";72;3;0
5.16666666667;0.166666666667;2;3;6;1;2;0.5;"""6/8""";70;3;0
5.33333333333;0.166666666667;2;3;6;1;3;0.5;"""6/8""";72;3;0
5.5;0.166666666667;2;3;6;2;1;0.5;"""6/8""";69;3;0
5.66666666667;0.166666666667;2;3;6;2;2;0.5;"""6/8""";67;3;0
5.83333333333;0.166666666667;2;3;6;2;3;0.5;"""6/8""";69;4;1
6.0;0.25;2;6;7;1;1;0.5;"""6/8""";70;4;0
6.25;0.0833333333333;2;6;7;1;4;0.5;"""6/8""";69;4;0
6.33333333333;0.166666666667;2;6;7;1;5;0.5;"""6/8""";70;4;0
6.5;0.166666666667;2;3;7;2;1;0.5;"""6/8""";67;4;0
6.66666666667;0.166666666667;2;3;7;2;2;0.5;"""6/8""";69;4;0
6.83333333333;0.166666666667;2;3;7;2;3;0.5;"""6/8""";70;4;0
7.0;0.166666666667;2;3;8;1;1;0.5;"""6/8""";72;4;0
7.16666666667;0.166666666667;2;3;8;1;2;0.5;"""6/8""";70;4;0
7.33333333333;0.166666666667;2;3;8;1;3;0.5;"""6/8""";72;4;0
7.5;0.333333333333;2;1;8;2;1;0.5;"""6/8""";69;4;0
8.0;0.5;2;1;9;1;1;0.5;"""6/8""";69;5;1
8.5;0.166666666667;2;3;9;2;1;0.5;"""6/8""";67;5;0
8.66666666667;0.166666666667;2;3;9;2;2;0.5;"""6/8""";65;5;0
8.83333333333;0.166666666667;2;3;9;2;3;0.5;"""6/8""";67;5;0
9.0;0.5;2;1;10;1;1;0.5;"""6/8""";65;5;0
