Signature: 4/4, Ticks per Beat: 1024
onset;onsetics;takt;beat;ticks;pitch;durs;durtic;dur16
0,000000;0;1;1;0;63;0,187500;1536;6
0,187500;6656;1;2;512;65;0,062500;512;2
0,250000;7168;1;3;0;63;0,062500;512;2
0,312500;7680;1;3;512;61;0,187500;1536;6
0,500000;9216;2;1;0;63;0,125000;1024;4
0,625000;10240;2;2;0;65;0,375000;3072;12
1,000000;13312;3;1;0;63;0,375000;3072;12
1,375000;16384;3;4;0;63;0,125000;1024;4
1,500000;17408;4;1;0;61;0,375000;3072;12
1,875000;20480;4;4;0;61;0,125000;1024;4
2,000000;21504;5;1;0;65;0,375000;3072;12
2,375000;24576;5;4;0;68;0,125000;1024;4
2,500000;25600;6;1;0;73;0,375000;3072;12
2,875000;28672;6;4;0;72;0,062500;512;2
2,937500;29184;6;4;512;70;0,062500;512;2
3,000000;29696;7;1;0;68;0,375000;3072;12
3,375000;32768;7;4;0;65;0,125000;1024;4
3,500000;33792;8;1;0;65;0,000000;0;0
