Signature: 4/4, Ticks per Beat: 1024
onset;onsetics;takt;beat;ticks;pitch;durs;durtic;dur16
0,000000;0;1;1;0;67;0,187500;1536;6
0,187500;6656;1;2;512;67;0,062500;512;2
0,250000;7168;1;3;0;67;0,062500;512;2
0,312500;7680;1;3;512;67;0,062500;512;2
0,375000;8192;1;4;0;65;0,062500;512;2
0,437500;8704;1;4;512;67;0,187500;1536;6
0,625000;10240;2;2;0;67;0,125000;1024;4
0,750000;11264;2;3;0;67;0,062500;512;2
0,812500;11776;2;3;512;67;0,062500;512;2
0,875000;12288;2;4;0;69;0,062500;512;2
0,937500;12800;2;4;512;70;0,125000;1024;4
1,062500;13824;3;1;512;69;0,062500;512;2
1,125000;14336;3;2;0;67;0,062500;512;2
1,187500;14848;3;2;512;69;0,062500;512;2
1,250000;15360;3;3;0;74;0,125000;1024;4
1,375000;16384;3;4;0;67;0,125000;1024;4
1,500000;17408;4;1;0;65;0,625000;5120;20
2,125000;22528;5;2;0;69;0,062500;512;2
2,187500;23040;5;2;512;69;0,062500;512;2
2,250000;23552;5;3;0;69;0,062500;512;2
2,312500;24064;5;3;512;70;0,062500;512;2
2,375000;24576;5;4;0;69;0,062500;512;2
2,437500;25088;5;4;512;65;0,562500;4608;18
3,000000;29696;7;1;0;60;0,125000;1024;4
3,125000;30720;7;2;0;60;0,062500;512;2
3,187500;31232;7;2;512;60;0,062500;512;2
3,250000;31744;7;3;0;70;0,125000;1024;4
3,375000;32768;7;4;0;67;0,125000;1024;4
3,500000;33792;8;1;0;65;0,000000;0;0
