Signature: 4/4, Ticks per Beat: 1024
onset;onsetics;takt;beat;ticks;pitch;durs;durtic;dur16
0,000000;0;1;1;512;66;0,062500;512;2
0,062500;6144;1;2;0;71;0,062500;512;2
0,125000;6656;1;2;512;69;0,062500;512;2
0,187500;7168;1;3;0;68;0,062500;512;2
0,250000;7680;1;3;512;66;0,062500;512;2
0,312500;8192;1;4;0;68;0,125000;1024;4
0,437500;9216;2;1;0;68;0,062500;512;2
0,500000;9728;2;1;512;66;0,062500;512;2
0,562500;10240;2;2;0;69;0,375000;3072;12
0,937500;13312;3;1;0;66;0,062500;512;2
1,000000;13824;3;1;512;66;0,062500;512;2
1,062500;14336;3;2;0;68;0,062500;512;2
1,125000;14848;3;2;512;68;0,062500;512;2
1,187500;15360;3;3;0;63;0,187500;1536;6
1,375000;16896;3;4;512;61;0,062500;512;2
1,437500;17408;4;1;0;66;0,062500;512;2
1,500000;17920;4;1;512;66;0,062500;512;2
1,562500;18432;4;2;0;66;0,062500;512;2
1,625000;18944;4;2;512;64;0,062500;512;2
1,687500;19456;4;3;0;68;0,125000;1024;4
1,812500;20480;4;4;0;66;0,062500;512;2
1,875000;20992;4;4;512;66;0,062500;512;2
1,937500;21504;5;1;0;71;0,062500;512;2
2,000000;22016;5;1;512;69;0,062500;512;2
2,062500;22528;5;2;0;68;0,062500;512;2
2,125000;23040;5;2;512;66;0,062500;512;2
2,187500;23552;5;3;0;69;0,250000;2048;8
2,437500;25600;6;1;0;68;0,062500;512;2
2,500000;26112;6;1;512;68;0,062500;512;2
2,562500;26624;6;2;0;69;0,062500;512;2
2,625000;27136;6;2;512;69;0,062500;512;2
2,687500;27648;6;3;0;66;0,125000;1024;4
2,812500;28672;6;4;0;63;0,062500;512;2
2,875000;29184;6;4;512;68;0,125000;1024;4
3,000000;30208;7;1;512;68;0,062500;512;2
3,062500;30720;7;2;0;68;0,062500;512;2
3,125000;31232;7;2;512;69;0,062500;512;2
3,187500;31744;7;3;0;66;0,250000;2048;8
3,437500;33792;8;1;0;66;0,062500;512;2
3,500000;34304;8;1;512;66;0,062500;512;2
3,562500;34816;8;2;0;68;0,062500;512;2
3,625000;35328;8;2;512;68;0,062500;512;2
3,687500;35840;8;3;0;64;0,125000;1024;4
3,812500;36864;8;4;0;59;0,062500;512;2
3,875000;37376;8;4;512;66;0,062500;512;2
3,937500;37888;9;1;0;66;0,062500;512;2
4,000000;38400;9;1;512;66;0,062500;512;2
4,062500;38912;9;2;0;68;0,062500;512;2
4,125000;39424;9;2;512;68;0,062500;512;2
4,187500;39936;9;3;0;64;0,000000;0;0
