Signature: 4/4, Ticks per Beat: 1024
onset;onsetics;takt;beat;ticks;pitch;durs;durtic;dur16
0,000000;0;1;1;512;64;0,062500;512;2
0,062500;6144;1;2;0;64;0,062500;512;2
0,125000;6656;1;2;512;64;0,062500;512;2
0,187500;7168;1;3;0;74;0,125000;1024;4
0,312500;8192;1;4;0;76;0,125000;1024;4
0,437500;9216;2;1;0;69;0,250000;2048;8
0,687500;11264;2;3;0;73;0,125000;1024;4
0,812500;12288;2;4;0;73;0,062500;512;2
0,875000;12800;2;4;512;73;0,062500;512;2
0,937500;13312;3;1;0;73;0,062500;512;2
1,000000;13824;3;1;512;71;0,062500;512;2
1,062500;14336;3;2;0;73;0,062500;512;2
1,125000;14848;3;2;512;71;0,812500;6656;26
1,937500;21504;5;1;0;71;0,062500;512;2
2,000000;22016;5;1;512;71;0,062500;512;2
2,062500;22528;5;2;0;71;0,062500;512;2
2,125000;23040;5;2;512;71;0,062500;512;2
2,187500;23552;5;3;0;69;0,062500;512;2
2,250000;24064;5;3;512;71;0,062500;512;2
2,312500;24576;5;4;0;71;0,250000;2048;8
2,562500;26624;6;2;0;71;0,062500;512;2
2,625000;27136;6;2;512;71;0,062500;512;2
2,687500;27648;6;3;0;71;0,062500;512;2
2,750000;28160;6;3;512;71;0,062500;512;2
2,812500;28672;6;4;0;69;0,062500;512;2
2,875000;29184;6;4;512;74;0,125000;1024;4
3,000000;30208;7;1;512;71;0,062500;512;2
3,062500;30720;7;2;0;71;0,062500;512;2
3,125000;31232;7;2;512;73;0,062500;512;2
3,187500;31744;7;3;0;74;0,250000;2048;8
3,437500;33792;8;1;0;73;0,125000;1024;4
3,562500;34816;8;2;0;69;0,000000;0;0
