Signature: 4/4, Ticks per Beat: 1024
onset;onsetics;takt;beat;ticks;pitch;durs;durtic;dur16
0,000000;0;1;4;512;73;0,062500;512;2
0,062500;9216;2;1;0;76;0,062500;512;2
0,125000;9728;2;1;512;78;0,062500;512;2
0,187500;10240;2;2;0;76;0,125000;1024;4
0,312500;11264;2;3;0;74;0,062500;512;2
0,375000;11776;2;3;512;73;0,062500;512;2
0,437500;12288;2;4;0;71;0,062500;512;2
0,500000;12800;2;4;512;69;0,062500;512;2
0,562500;13312;3;1;0;68;0,125000;1024;4
0,687500;14336;3;2;0;69;0,187500;1536;6
0,875000;15872;3;3;512;73;0,125000;1024;4
1,000000;16896;3;4;512;74;0,062500;512;2
1,062500;17408;4;1;0;74;0,062500;512;2
1,125000;17920;4;1;512;76;0,062500;512;2
1,187500;18432;4;2;0;74;0,125000;1024;4
1,312500;19456;4;3;0;72;0,062500;512;2
1,375000;19968;4;3;512;71;0,062500;512;2
1,437500;20480;4;4;0;69;0,062500;512;2
1,500000;20992;4;4;512;67;0,062500;512;2
1,562500;21504;5;1;0;66;0,250000;2048;8
1,812500;23552;5;3;0;67;0,125000;1024;4
1,937500;24576;5;4;0;66;0,062500;512;2
2,000000;25088;5;4;512;64;0,062500;512;2
2,062500;25600;6;1;0;64;0,062500;512;2
2,125000;26112;6;1;512;71;0,187500;1536;6
2,312500;27648;6;3;0;69;0,062500;512;2
2,375000;28160;6;3;512;68;0,062500;512;2
2,437500;28672;6;4;0;66;0,062500;512;2
2,500000;29184;6;4;512;64;0,062500;512;2
2,562500;29696;7;1;0;66;0,125000;1024;4
2,687500;30720;7;2;0;66;0,062500;512;2
2,750000;31232;7;2;512;68;0,062500;512;2
2,812500;31744;7;3;0;66;0,062500;512;2
2,875000;32256;7;3;512;64;0,187500;1536;6
3,062500;33792;8;1;0;61;0,125000;1024;4
3,187500;34816;8;2;0;64;0,125000;1024;4
3,312500;35840;8;3;0;68;0,125000;1024;4
3,437500;36864;8;4;0;66;0,250000;2048;8
3,687500;38912;9;2;0;64;0,000000;0;0
