Signature: 4/4, Ticks per Beat: 1024
onset;onsetics;takt;beat;ticks;pitch;durs;durtic;dur16
0,000000;0;1;1;0;64;0,250000;2048;8
0,250000;7168;1;3;0;62;0,062500;512;2
0,312500;7680;1;3;512;60;0,062500;512;2
0,375000;8192;1;4;0;64;0,062500;512;2
0,437500;8704;1;4;512;62;0,062500;512;2
0,500000;9216;2;1;0;60;0,125000;1024;4
0,625000;10240;2;2;0;69;0,125000;1024;4
0,750000;11264;2;3;0;66;0,062500;512;2
0,812500;11776;2;3;512;69;0,187500;1536;6
1,000000;13312;3;1;0;64;0,125000;1024;4
1,125000;14336;3;2;0;60;0,093750;768;3
1,218750;15104;3;2;768;57;0,031250;256;1
1,250000;15360;3;3;0;59;0,125000;1024;4
1,375000;16384;3;4;0;59;0,093750;768;3
1,468750;17152;3;4;768;59;0,031250;256;1
1,500000;17408;4;1;0;57;0,500000;4096;16
2,000000;21504;5;1;0;72;0,125000;1024;4
2,125000;22528;5;2;0;69;0,125000;1024;4
2,250000;23552;5;3;0;65;0,125000;1024;4
2,375000;24576;5;4;0;69;0,125000;1024;4
2,500000;25600;6;1;0;67;0,500000;4096;16
3,000000;29696;7;1;0;71;0,187500;1536;6
3,187500;31232;7;2;512;72;0,062500;512;2
3,250000;31744;7;3;0;74;0,125000;1024;4
3,375000;32768;7;4;0;67;0,125000;1024;4
3,500000;33792;8;1;0;67;0,187500;1536;6
3,687500;35328;8;2;512;69;0,062500;512;2
3,750000;35840;8;3;0;67;0,125000;1024;4
3,875000;36864;8;4;0;72;0,000000;0;0
