Signature: 12/8, Ticks per Beat: 1024
onset;onsetics;takt;beat;ticks;pitch;durs;durtic;dur16
0,000000;0;1;1;0;71;0,375000;3072;12
0,375000;16384;1;4;0;70;0,125000;1024;4
0,500000;17408;1;5;0;71;0,125000;1024;4
0,625000;18432;1;6;0;75;0,375000;3072;12
1,000000;21504;1;9;0;73;0,125000;1024;4
1,125000;22528;1;10;0;73;0,375000;3072;12
1,500000;25600;2;1;0;75;0,062378;511;1
1,562378;26111;2;1;511;73;0,187622;1537;6
1,750000;27648;2;3;0;71;0,187378;1535;5
1,937378;29183;2;4;511;71;0,187622;1537;6
2,125000;30720;2;6;0;71;0,125000;1024;4
2,250000;31744;2;7;0;73;0,062378;511;1
2,312378;32255;2;7;511;75;0,687622;5633;22
3,000000;37888;3;1;0;76;0,562378;4607;17
3,562378;42495;3;5;511;76;0,187622;1537;6
3,750000;44032;3;7;0;75;0,187378;1535;5
3,937378;45567;3;8;511;71;0,187622;1537;6
4,125000;47104;3;10;0;71;0,125000;1024;4
4,250000;48128;3;11;0;71;0,062378;511;1
4,312378;48639;3;11;511;71;0,187622;1537;6
4,500000;50176;4;1;0;75;1,500000;12288;48
6,000000;62464;5;1;0;66;0,375000;3072;12
6,375000;65536;5;4;0;66;0,062378;511;1
6,437378;66047;5;4;511;66;0,187622;1537;6
6,625000;67584;5;6;0;66;0,125000;1024;4
6,750000;68608;5;7;0;71;0,250000;2048;8
7,000000;70656;5;9;0;70;0,125000;1024;4
7,125000;71680;5;10;0;70;0,250000;2048;8
7,375000;73728;5;12;0;68;0,125000;1024;4
7,500000;74752;6;1;0;76;0,375000;3072;12
7,875000;77824;6;4;0;75;0,062378;511;1
7,937378;78335;6;4;511;75;0,187622;1537;6
8,125000;79872;6;6;0;73;0,125000;1024;4
8,250000;80896;6;7;0;71;0,062378;511;1
8,312378;81407;6;7;511;71;0,000000;0;0
