Signature: 4/4, Ticks per Beat: 1024
onset;onsetics;takt;beat;ticks;pitch;durs;durtic;dur16
0,000000;0;1;4;0;67;0,062500;512;2
0,062500;8704;1;4;512;69;0,062500;512;2
0,125000;9216;2;1;0;71;0,062500;512;2
0,187500;9728;2;1;512;71;0,062500;512;2
0,250000;10240;2;2;0;71;0,062500;512;2
0,312500;10752;2;2;512;67;0,062500;512;2
0,375000;11264;2;3;0;69;0,062500;512;2
0,437500;11776;2;3;512;69;0,062500;512;2
0,500000;12288;2;4;0;69;0,062500;512;2
0,562500;12800;2;4;512;72;0,062500;512;2
0,625000;13312;3;1;0;69;0,500000;4096;16
1,125000;17408;4;1;0;67;0,062500;512;2
1,187500;17920;4;1;512;67;0,062500;512;2
1,250000;18432;4;2;0;67;0,062500;512;2
1,312500;18944;4;2;512;64;0,062500;512;2
1,375000;19456;4;3;0;66;0,062500;512;2
1,437500;19968;4;3;512;66;0,062500;512;2
1,500000;20480;4;4;0;66;0,062500;512;2
1,562500;20992;4;4;512;62;0,062500;512;2
1,625000;21504;5;1;0;66;0,500000;4096;16
2,125000;25600;6;1;0;76;0,062500;512;2
2,187500;26112;6;1;512;76;0,062500;512;2
2,250000;26624;6;2;0;76;0,062500;512;2
2,312500;27136;6;2;512;72;0,062500;512;2
2,375000;27648;6;3;0;74;0,062500;512;2
2,437500;28160;6;3;512;74;0,062500;512;2
2,500000;28672;6;4;0;74;0,062500;512;2
2,562500;29184;6;4;512;71;0,062500;512;2
2,625000;29696;7;1;0;74;0,500000;4096;16
3,125000;33792;8;1;0;71;0,062500;512;2
3,187500;34304;8;1;512;71;0,062500;512;2
3,250000;34816;8;2;0;71;0,062500;512;2
3,312500;35328;8;2;512;66;0,062500;512;2
3,375000;35840;8;3;0;69;0,062500;512;2
3,437500;36352;8;3;512;69;0,062500;512;2
3,500000;36864;8;4;0;69;0,062500;512;2
3,562500;37376;8;4;512;66;0,062500;512;2
3,625000;37888;9;1;0;67;0,000000;0;0
