Signature: 4/4, Ticks per Beat: 1024
onset;onsetics;takt;beat;ticks;pitch;durs;durtic;dur16
0,000000;0;1;3;0;69;0,062500;512;2
0,062500;7680;1;3;512;69;0,062500;512;2
0,125000;8192;1;4;0;71;0,062500;512;2
0,187500;8704;1;4;512;74;0,062500;512;2
0,250000;9216;2;1;0;76;0,500000;4096;16
0,750000;13312;3;1;0;75;0,062500;512;2
0,812500;13824;3;1;512;74;0,062500;512;2
0,875000;14336;3;2;0;72;0,062500;512;2
0,937500;14848;3;2;512;69;0,062500;512;2
1,000000;15360;3;3;0;74;0,031250;256;1
1,031250;15616;3;3;256;72;0,218750;1792;7
1,250000;17408;4;1;0;69;0,031250;256;1
1,281250;17664;4;1;256;67;0,062500;512;2
1,343750;18176;4;1;768;69;0,656250;5376;21
2,000000;23552;5;3;0;72;0,062500;512;2
2,062500;24064;5;3;512;74;0,062500;512;2
2,125000;24576;5;4;0;76;0,062500;512;2
2,187500;25088;5;4;512;77;0,062500;512;2
2,250000;25600;6;1;0;76;0,125000;1024;4
2,375000;26624;6;2;0;74;0,125000;1024;4
2,500000;27648;6;3;0;76;0,125000;1024;4
2,625000;28672;6;4;0;74;0,031250;256;1
2,656250;28928;6;4;256;76;0,156250;1280;5
2,812500;30208;7;1;512;65;0,062500;512;2
2,875000;30720;7;2;0;64;0,062500;512;2
2,937500;31232;7;2;512;65;0,062500;512;2
3,000000;31744;7;3;0;69;0,062500;512;2
3,062500;32256;7;3;512;72;0,062500;512;2
3,125000;32768;7;4;0;74;0,062500;512;2
3,187500;33280;7;4;512;72;0,062500;512;2
3,250000;33792;8;1;0;76;0,000000;0;0
