Signature: 4/4, Ticks per Beat: 1024
onset;onsetics;takt;beat;ticks;pitch;durs;durtic;dur16
0,000000;0;1;4;0;69;0,062500;512;2
0,062500;8704;1;4;512;72;0,062500;512;2
0,125000;9216;2;1;0;72;0,062500;512;2
0,187500;9728;2;1;512;74;0,062500;512;2
0,250000;10240;2;2;0;76;0,062500;512;2
0,312500;10752;2;2;512;74;0,062500;512;2
0,375000;11264;2;3;0;72;0,437500;3584;14
0,812500;14848;3;2;512;67;0,062500;512;2
0,875000;15360;3;3;0;69;0,062500;512;2
0,937500;15872;3;3;512;72;0,062500;512;2
1,000000;16384;3;4;0;72;0,062500;512;2
1,062500;16896;3;4;512;74;0,062500;512;2
1,125000;17408;4;1;0;72;0,062500;512;2
1,187500;17920;4;1;512;72;0,062500;512;2
1,250000;18432;4;2;0;72;0,062500;512;2
1,312500;18944;4;2;512;72;0,312500;2560;10
1,625000;21504;5;1;0;76;0,062500;512;2
1,687500;22016;5;1;512;74;0,062500;512;2
1,750000;22528;5;2;0;74;0,062500;512;2
1,812500;23040;5;2;512;72;0,062500;512;2
1,875000;23552;5;3;0;72;0,062500;512;2
1,937500;24064;5;3;512;71;0,062500;512;2
2,000000;24576;5;4;0;71;0,062500;512;2
2,062500;25088;5;4;512;64;0,062500;512;2
2,125000;25600;6;1;0;60;0,125000;1024;4
2,250000;26624;6;2;0;76;0,062500;512;2
2,312500;27136;6;2;512;74;0,062500;512;2
2,375000;27648;6;3;0;76;0,187500;1536;6
2,562500;29184;6;4;512;76;0,062500;512;2
2,625000;29696;7;1;0;74;0,062500;512;2
2,687500;30208;7;1;512;74;0,062500;512;2
2,750000;30720;7;2;0;74;0,062500;512;2
2,812500;31232;7;2;512;74;0,187500;1536;6
3,000000;32768;7;4;0;72;0,062500;512;2
3,062500;33280;7;4;512;72;0,000000;0;0
