Signature: 4/4, Ticks per Beat: 1024
onset;onsetics;takt;beat;ticks;pitch;durs;durtic;dur16
0,000000;0;1;1;0;69;0,187500;1536;6
0,187500;6656;1;2;512;67;0,062500;512;2
0,250000;7168;1;3;0;65;0,125000;1024;4
0,375000;8192;1;4;0;67;0,062500;512;2
0,437500;8704;1;4;512;65;0,062500;512;2
0,500000;9216;2;1;0;64;0,062500;512;2
0,562500;9728;2;1;512;64;0,062500;512;2
0,625000;10240;2;2;0;69;0,062500;512;2
0,687500;10752;2;2;512;69;0,062500;512;2
0,750000;11264;2;3;0;64;0,062500;512;2
0,812500;11776;2;3;512;62;0,125000;1024;4
0,937500;12800;2;4;512;62;0,062500;512;2
1,000000;13312;3;1;0;67;0,187500;1536;6
1,187500;14848;3;2;512;65;0,062500;512;2
1,250000;15360;3;3;0;63;0,125000;1024;4
1,375000;16384;3;4;0;65;0,062500;512;2
1,437500;16896;3;4;512;63;0,062500;512;2
1,500000;17408;4;1;0;59;0,125000;1024;4
1,625000;18432;4;2;0;64;0,125000;1024;4
1,750000;19456;4;3;0;60;0,250000;2048;8
2,000000;21504;5;1;0;57;0,125000;1024;4
2,125000;22528;5;2;0;69;0,062500;512;2
2,187500;23040;5;2;512;69;0,062500;512;2
2,250000;23552;5;3;0;66;0,187500;1536;6
2,437500;25088;5;4;512;66;0,062500;512;2
2,500000;25600;6;1;0;67;0,062500;512;2
2,562500;26112;6;1;512;67;0,062500;512;2
2,625000;26624;6;2;0;66;0,062500;512;2
2,687500;27136;6;2;512;64;0,062500;512;2
2,750000;27648;6;3;0;69;0,000000;0;0
