Signature: 4/4, Ticks per Beat: 1024
onset;onsetics;takt;beat;ticks;pitch;durs;durtic;dur16
0,000000;0;1;4;0;72;0,062500;512;2
0,062500;8704;1;4;512;74;0,062500;512;2
0,125000;9216;2;1;0;76;0,062500;512;2
0,187500;9728;2;1;512;74;0,062500;512;2
0,250000;10240;2;2;0;72;0,125000;1024;4
0,375000;11264;2;3;0;74;0,062500;512;2
0,437500;11776;2;3;512;74;0,125000;1024;4
0,562500;12800;2;4;512;69;0,062500;512;2
0,625000;13312;3;1;0;69;0,375000;3072;12
1,000000;16384;3;4;0;72;0,062500;512;2
1,062500;16896;3;4;512;74;0,062500;512;2
1,125000;17408;4;1;0;76;0,062500;512;2
1,187500;17920;4;1;512;74;0,062500;512;2
1,250000;18432;4;2;0;72;0,187500;1536;6
1,437500;19968;4;3;512;81;0,062500;512;2
1,500000;20480;4;4;0;76;0,187500;1536;6
1,687500;22016;5;1;512;79;0,062500;512;2
1,750000;22528;5;2;0;79;0,250000;2048;8
2,000000;24576;5;4;0;74;0,062500;512;2
2,062500;25088;5;4;512;74;0,062500;512;2
2,125000;25600;6;1;0;75;0,062500;512;2
2,187500;26112;6;1;512;74;0,187500;1536;6
2,375000;27648;6;3;0;72;0,062500;512;2
2,437500;28160;6;3;512;74;0,125000;1024;4
2,562500;29184;6;4;512;72;0,062500;512;2
2,625000;29696;7;1;0;75;0,062500;512;2
2,687500;30208;7;1;512;74;0,062500;512;2
2,750000;30720;7;2;0;72;0,062500;512;2
2,812500;31232;7;2;512;69;0,187500;1536;6
3,000000;32768;7;4;0;72;0,250000;2048;8
3,250000;34816;8;2;0;76;0,062500;512;2
3,312500;35328;8;2;512;74;0,187500;1536;6
3,500000;36864;8;4;0;74;0,062500;512;2
3,562500;37376;8;4;512;72;0,000000;0;0
