Signature: 4/4, Ticks per Beat: 1024
onset;onsetics;takt;beat;ticks;pitch;durs;durtic;dur16
0,000000;0;1;4;512;67;0,062500;512;2
0,062500;9216;2;1;0;69;0,062500;512;2
0,125000;9728;2;1;512;69;0,187500;1536;6
0,312500;11264;2;3;0;67;0,062500;512;2
0,375000;11776;2;3;512;67;0,187500;1536;6
0,562500;13312;3;1;0;64;0,062500;512;2
0,625000;13824;3;1;512;62;0,062500;512;2
0,687500;14336;3;2;0;64;0,250000;2048;8
0,937500;16384;3;4;0;72;0,062500;512;2
1,000000;16896;3;4;512;76;0,062500;512;2
1,062500;17408;4;1;0;77;0,062500;512;2
1,125000;17920;4;1;512;77;0,062500;512;2
1,187500;18432;4;2;0;76;0,125000;1024;4
1,312500;19456;4;3;0;76;0,062500;512;2
1,375000;19968;4;3;512;76;0,062500;512;2
1,437500;20480;4;4;0;76;0,125000;1024;4
1,562500;21504;5;1;0;72;0,062500;512;2
1,625000;22016;5;1;512;74;0,062500;512;2
1,687500;22528;5;2;0;76;0,187500;1536;6
1,875000;24064;5;3;512;71;0,062500;512;2
1,937500;24576;5;4;0;72;0,062500;512;2
2,000000;25088;5;4;512;74;0,062500;512;2
2,062500;25600;6;1;0;77;0,125000;1024;4
2,187500;26624;6;2;0;76;0,125000;1024;4
2,312500;27648;6;3;0;71;0,125000;1024;4
2,437500;28672;6;4;0;69;0,125000;1024;4
2,562500;29696;7;1;0;67;0,250000;2048;8
2,812500;31744;7;3;0;76;0,062500;512;2
2,875000;32256;7;3;512;74;0,062500;512;2
2,937500;32768;7;4;0;76;0,062500;512;2
3,000000;33280;7;4;512;77;0,187500;1536;6
3,187500;34816;8;2;0;79;0,250000;2048;8
3,437500;36864;8;4;0;76;0,062500;512;2
3,500000;37376;8;4;512;77;0,062500;512;2
3,562500;37888;9;1;0;79;0,250000;2048;8
3,812500;39936;9;3;0;77;0,125000;1024;4
3,937500;40960;9;4;0;77;0,125000;1024;4
4,062500;41984;10;1;0;76;0,125000;1024;4
4,187500;43008;10;2;0;72;0,125000;1024;4
4,312500;44032;10;3;0;69;0,125000;1024;4
4,437500;45056;10;4;0;67;0,000000;0;0
