Signature: 4/4, Ticks per Beat: 1024
onset;onsetics;takt;beat;ticks;pitch;durs;durtic;dur16
0,000000;0;1;4;0;74;0,062500;512;2
0,062500;8704;1;4;512;76;0,062500;512;2
0,125000;9216;2;1;0;76;0,062500;512;2
0,187500;9728;2;1;512;80;0,062500;512;2
0,250000;10240;2;2;0;76;0,187500;1536;6
0,437500;11776;2;3;512;74;0,062500;512;2
0,500000;12288;2;4;0;73;0,062500;512;2
0,562500;12800;2;4;512;71;0,062500;512;2
0,625000;13312;3;1;0;69;0,062500;512;2
0,687500;13824;3;1;512;68;0,125000;1024;4
0,812500;14848;3;2;512;69;0,125000;1024;4
0,937500;15872;3;3;512;74;0,125000;1024;4
1,062500;16896;3;4;512;76;0,062500;512;2
1,125000;17408;4;1;0;76;0,062500;512;2
1,187500;17920;4;1;512;80;0,062500;512;2
1,250000;18432;4;2;0;76;0,125000;1024;4
1,375000;19456;4;3;0;74;0,062500;512;2
1,437500;19968;4;3;512;73;0,062500;512;2
1,500000;20480;4;4;0;71;0,062500;512;2
1,562500;20992;4;4;512;69;0,062500;512;2
1,625000;21504;5;1;0;66;0,250000;2048;8
1,875000;23552;5;3;0;69;0,125000;1024;4
2,000000;24576;5;4;0;68;0,062500;512;2
2,062500;25088;5;4;512;66;0,062500;512;2
2,125000;25600;6;1;0;66;0,125000;1024;4
2,250000;26624;6;2;0;74;0,125000;1024;4
2,375000;27648;6;3;0;73;0,062500;512;2
2,437500;28160;6;3;512;71;0,062500;512;2
2,500000;28672;6;4;0;69;0,062500;512;2
2,562500;29184;6;4;512;68;0,062500;512;2
2,625000;29696;7;1;0;69;0,125000;1024;4
2,750000;30720;7;2;0;69;0,062500;512;2
2,812500;31232;7;2;512;73;0,062500;512;2
2,875000;31744;7;3;0;69;0,062500;512;2
2,937500;32256;7;3;512;67;0,187500;1536;6
3,125000;33792;8;1;0;62;0,250000;2048;8
3,375000;35840;8;3;0;69;0,125000;1024;4
3,500000;36864;8;4;0;71;0,125000;1024;4
3,625000;37888;9;1;0;69;0,187500;1536;6
3,812500;39424;9;2;512;67;0,000000;0;0
